chars,fontSize,width,tracking,fontWeight
KN,12,15,-20,SFProText-Regular
KO,12,15,-20,SFProText-Regular
KP,12,14,-20,SFProText-Regular
KQ,12,15,-20,SFProText-Regular
KR,12,14,-20,SFProText-Regular
KS,12,14,-20,SFProText-Regular
KT,12,14,-20,SFProText-Regular
KU,12,15,-20,SFProText-Regular
KV,12,15,-20,SFProText-Regular
KW,12,18,-20,SFProText-Regular
KX,12,15,-20,SFProText-Regular
KY,12,15,-20,SFProText-Regular
KZ,12,14,-20,SFProText-Regular
Ka,12,13,-20,SFProText-Regular
Kb,12,14,-20,SFProText-Regular
Kc,12,13,-20,SFProText-Regular
Kd,12,13,-20,SFProText-Regular
Ke,12,13,-20,SFProText-Regular
Kf,12,11,-20,SFProText-Regular
Kg,12,13,-20,SFProText-Regular
Kh,12,13,-20,SFProText-Regular
Ki,12,9,-20,SFProText-Regular
Kj,12,9,-20,SFProText-Regular
Kk,12,13,-20,SFProText-Regular
Kl,12,9,-20,SFProText-Regular
Km,12,17,-20,SFProText-Regular
Kn,12,13,-20,SFProText-Regular
Ko,12,13,-20,SFProText-Regular
Kp,12,14,-20,SFProText-Regular
Kq,12,13,-20,SFProText-Regular
Kr,12,11,-20,SFProText-Regular
Ks,12,12,-20,SFProText-Regular
Kt,12,11,-20,SFProText-Regular
Ku,12,13,-20,SFProText-Regular
Kv,12,12,-20,SFProText-Regular
Kw,12,15,-20,SFProText-Regular
Kx,12,13,-20,SFProText-Regular
Ky,12,12,-20,SFProText-Regular
Kz,12,13,-20,SFProText-Regular
LA,12,14,-20,SFProText-Regular
LB,12,13,-20,SFProText-Regular
LC,12,14,-20,SFProText-Regular
LD,12,14,-20,SFProText-Regular
LE,12,12,-20,SFProText-Regular
LF,12,12,-20,SFProText-Regular
LG,12,14,-20,SFProText-Regular
LH,12,14,-20,SFProText-Regular
LI,12,8,-20,SFProText-Regular
LJ,12,11,-20,SFProText-Regular
LK,12,13,-20,SFProText-Regular
LL,12,12,-20,SFProText-Regular
LM,12,15,-20,SFProText-Regular
LN,12,14,-20,SFProText-Regular
LO,12,14,-20,SFProText-Regular
LP,12,13,-20,SFProText-Regular
LQ,12,14,-20,SFProText-Regular
LR,12,13,-20,SFProText-Regular
LS,12,13,-20,SFProText-Regular
LT,12,12,-20,SFProText-Regular
LU,12,13,-20,SFProText-Regular
LV,12,13,-20,SFProText-Regular
LW,12,16,-20,SFProText-Regular
LX,12,13,-20,SFProText-Regular
LY,12,12,-20,SFProText-Regular
LZ,12,13,-20,SFProText-Regular
La,12,12,-20,SFProText-Regular
Lb,12,13,-20,SFProText-Regular
Lc,12,12,-20,SFProText-Regular
Ld,12,12,-20,SFProText-Regular
Le,12,12,-20,SFProText-Regular
Lf,12,10,-20,SFProText-Regular
Lg,12,12,-20,SFProText-Regular
Lh,12,12,-20,SFProText-Regular
Li,12,8,-20,SFProText-Regular
Lj,12,8,-20,SFProText-Regular
Lk,12,12,-20,SFProText-Regular
Ll,12,8,-20,SFProText-Regular
Lm,12,15,-20,SFProText-Regular
Ln,12,12,-20,SFProText-Regular
Lo,12,12,-20,SFProText-Regular
Lp,12,13,-20,SFProText-Regular
Lq,12,12,-20,SFProText-Regular
Lr,12,10,-20,SFProText-Regular
Ls,12,12,-20,SFProText-Regular
Lt,12,9,-20,SFProText-Regular
Lu,12,12,-20,SFProText-Regular
Lv,12,11,-20,SFProText-Regular
Lw,12,14,-20,SFProText-Regular
Lx,12,12,-20,SFProText-Regular
Ly,12,11,-20,SFProText-Regular
Lz,12,12,-20,SFProText-Regular
MA,12,17,-20,SFProText-Regular
MB,12,17,-20,SFProText-Regular
MC,12,18,-20,SFProText-Regular
MD,12,18,-20,SFProText-Regular
ME,12,16,-20,SFProText-Regular
MF,12,16,-20,SFProText-Regular
MG,12,18,-20,SFProText-Regular
MH,12,17,-20,SFProText-Regular
MI,12,12,-20,SFProText-Regular
MJ,12,15,-20,SFProText-Regular
MK,12,17,-20,SFProText-Regular
ML,12,16,-20,SFProText-Regular
MM,12,19,-20,SFProText-Regular
MN,12,17,-20,SFProText-Regular
MO,12,18,-20,SFProText-Regular
MP,12,17,-20,SFProText-Regular
MQ,12,18,-20,SFProText-Regular
MR,12,17,-20,SFProText-Regular
MS,12,17,-20,SFProText-Regular
MT,12,17,-20,SFProText-Regular
MU,12,17,-20,SFProText-Regular
MV,12,17,-20,SFProText-Regular
MW,12,21,-20,SFProText-Regular
MX,12,17,-20,SFProText-Regular
MY,12,17,-20,SFProText-Regular
MZ,12,17,-20,SFProText-Regular
Ma,12,15,-20,SFProText-Regular
Mb,12,16,-20,SFProText-Regular
Mc,12,16,-20,SFProText-Regular
Md,12,16,-20,SFProText-Regular
Me,12,16,-20,SFProText-Regular
Mf,12,14,-20,SFProText-Regular
Mg,12,16,-20,SFProText-Regular
Mh,12,16,-20,SFProText-Regular
Mi,12,12,-20,SFProText-Regular
Mj,12,12,-20,SFProText-Regular
Mk,12,16,-20,SFProText-Regular
Ml,12,12,-20,SFProText-Regular
Mm,12,19,-20,SFProText-Regular
Mn,12,16,-20,SFProText-Regular
Mo,12,16,-20,SFProText-Regular
Mp,12,16,-20,SFProText-Regular
Mq,12,16,-20,SFProText-Regular
Mr,12,14,-20,SFProText-Regular
Ms,12,15,-20,SFProText-Regular
Mt,12,13,-20,SFProText-Regular
Mu,12,16,-20,SFProText-Regular
Mv,12,16,-20,SFProText-Regular
Mw,12,19,-20,SFProText-Regular
Mx,12,15,-20,SFProText-Regular
My,12,16,-20,SFProText-Regular
Mz,12,15,-20,SFProText-Regular
NA,12,16,-20,SFProText-Regular
NB,12,15,-20,SFProText-Regular
NC,12,16,-20,SFProText-Regular
ND,12,16,-20,SFProText-Regular
NE,12,14,-20,SFProText-Regular
NF,12,14,-20,SFProText-Regular
NG,12,16,-20,SFProText-Regular
NH,12,16,-20,SFProText-Regular
NI,12,10,-20,SFProText-Regular
NJ,12,14,-20,SFProText-Regular
NK,12,16,-20,SFProText-Regular
NL,12,14,-20,SFProText-Regular
NM,12,18,-20,SFProText-Regular
NN,12,16,-20,SFProText-Regular
NO,12,17,-20,SFProText-Regular
NP,12,15,-20,SFProText-Regular
NQ,12,17,-20,SFProText-Regular
NR,12,15,-20,SFProText-Regular
NS,12,15,-20,SFProText-Regular
NT,12,15,-20,SFProText-Regular
NU,12,16,-20,SFProText-Regular
NV,12,16,-20,SFProText-Regular
NW,12,19,-20,SFProText-Regular
NX,12,16,-20,SFProText-Regular
NY,12,16,-20,SFProText-Regular
NZ,12,15,-20,SFProText-Regular
Na,12,14,-20,SFProText-Regular
Nb,12,15,-20,SFProText-Regular
Nc,12,14,-20,SFProText-Regular
Nd,12,14,-20,SFProText-Regular
Ne,12,14,-20,SFProText-Regular
Nf,12,12,-20,SFProText-Regular
Ng,12,14,-20,SFProText-Regular
Nh,12,14,-20,SFProText-Regular
Ni,12,10,-20,SFProText-Regular
Nj,12,10,-20,SFProText-Regular
Nk,12,14,-20,SFProText-Regular
Nl,12,10,-20,SFProText-Regular
Nm,12,18,-20,SFProText-Regular
Nn,12,14,-20,SFProText-Regular
No,12,15,-20,SFProText-Regular
Np,12,15,-20,SFProText-Regular
Nq,12,14,-20,SFProText-Regular
Nr,12,12,-20,SFProText-Regular
Ns,12,14,-20,SFProText-Regular
Nt,12,12,-20,SFProText-Regular
Nu,12,14,-20,SFProText-Regular
Nv,12,14,-20,SFProText-Regular
Nw,12,17,-20,SFProText-Regular
Nx,12,14,-20,SFProText-Regular
Ny,12,14,-20,SFProText-Regular
Nz,12,14,-20,SFProText-Regular
OA,12,17,-20,SFProText-Regular
OB,12,17,-20,SFProText-Regular
OC,12,17,-20,SFProText-Regular
OD,12,17,-20,SFProText-Regular
OE,12,16,-20,SFProText-Regular
OF,12,16,-20,SFProText-Regular
OG,12,18,-20,SFProText-Regular
OH,12,17,-20,SFProText-Regular
OI,12,12,-20,SFProText-Regular
OJ,12,15,-20,SFProText-Regular
OK,12,17,-20,SFProText-Regular
OL,12,16,-20,SFProText-Regular
OM,12,19,-20,SFProText-Regular
ON,12,17,-20,SFProText-Regular
OO,12,18,-20,SFProText-Regular
OP,12,16,-20,SFProText-Regular
OQ,12,18,-20,SFProText-Regular
OR,12,17,-20,SFProText-Regular
OS,12,16,-20,SFProText-Regular
OT,12,16,-20,SFProText-Regular
OU,12,17,-20,SFProText-Regular
OV,12,17,-20,SFProText-Regular
OW,12,20,-20,SFProText-Regular
OX,12,17,-20,SFProText-Regular
OY,12,16,-20,SFProText-Regular
OZ,12,16,-20,SFProText-Regular
Oa,12,15,-20,SFProText-Regular
Ob,12,16,-20,SFProText-Regular
Oc,12,16,-20,SFProText-Regular
Od,12,16,-20,SFProText-Regular
Oe,12,16,-20,SFProText-Regular
Of,12,13,-20,SFProText-Regular
Og,12,16,-20,SFProText-Regular
Oh,12,16,-20,SFProText-Regular
Oi,12,12,-20,SFProText-Regular
Oj,12,12,-20,SFProText-Regular
Ok,12,16,-20,SFProText-Regular
Ol,12,11,-20,SFProText-Regular
Om,12,19,-20,SFProText-Regular
On,12,15,-20,SFProText-Regular
Oo,12,16,-20,SFProText-Regular
Op,12,16,-20,SFProText-Regular
Oq,12,16,-20,SFProText-Regular
Or,12,14,-20,SFProText-Regular
Os,12,15,-20,SFProText-Regular
Ot,12,13,-20,SFProText-Regular
Ou,12,15,-20,SFProText-Regular
Ov,12,15,-20,SFProText-Regular
Ow,12,18,-20,SFProText-Regular
Ox,12,15,-20,SFProText-Regular
Oy,12,15,-20,SFProText-Regular
Oz,12,15,-20,SFProText-Regular
PA,12,14,-20,SFProText-Regular
PB,12,14,-20,SFProText-Regular
PC,12,15,-20,SFProText-Regular
PD,12,15,-20,SFProText-Regular
PE,12,13,-20,SFProText-Regular
PF,12,13,-20,SFProText-Regular
PG,12,15,-20,SFProText-Regular
PH,12,15,-20,SFProText-Regular
PI,12,9,-20,SFProText-Regular
PJ,12,12,-20,SFProText-Regular
PK,12,14,-20,SFProText-Regular
PL,12,13,-20,SFProText-Regular
PM,12,16,-20,SFProText-Regular
PN,12,15,-20,SFProText-Regular
PO,12,15,-20,SFProText-Regular
PP,12,14,-20,SFProText-Regular
PQ,12,15,-20,SFProText-Regular
PR,12,14,-20,SFProText-Regular
PS,12,14,-20,SFProText-Regular
PT,12,14,-20,SFProText-Regular
PU,12,15,-20,SFProText-Regular
PV,12,15,-20,SFProText-Regular
PW,12,18,-20,SFProText-Regular
PX,12,14,-20,SFProText-Regular
PY,12,14,-20,SFProText-Regular
PZ,12,14,-20,SFProText-Regular
Pa,12,12,-20,SFProText-Regular
Pb,12,14,-20,SFProText-Regular
Pc,12,13,-20,SFProText-Regular
Pd,12,13,-20,SFProText-Regular
Pe,12,13,-20,SFProText-Regular
Pf,12,11,-20,SFProText-Regular
Pg,12,13,-20,SFProText-Regular
Ph,12,13,-20,SFProText-Regular
Pi,12,9,-20,SFProText-Regular
Pj,12,9,-20,SFProText-Regular
Pk,12,13,-20,SFProText-Regular
Pl,12,9,-20,SFProText-Regular
Pm,12,16,-20,SFProText-Regular
Pn,12,13,-20,SFProText-Regular
Po,12,13,-20,SFProText-Regular
Pp,12,14,-20,SFProText-Regular
Pq,12,13,-20,SFProText-Regular
Pr,12,11,-20,SFProText-Regular
Ps,12,12,-20,SFProText-Regular
Pt,12,11,-20,SFProText-Regular
Pu,12,13,-20,SFProText-Regular
Pv,12,13,-20,SFProText-Regular
Pw,12,16,-20,SFProText-Regular
Px,12,13,-20,SFProText-Regular
Py,12,13,-20,SFProText-Regular
Pz,12,13,-20,SFProText-Regular
QA,12,17,-20,SFProText-Regular
QB,12,17,-20,SFProText-Regular
QC,12,17,-20,SFProText-Regular
QD,12,17,-20,SFProText-Regular
QE,12,16,-20,SFProText-Regular
QF,12,16,-20,SFProText-Regular
QG,12,18,-20,SFProText-Regular
QH,12,17,-20,SFProText-Regular
QI,12,12,-20,SFProText-Regular
QJ,12,15,-20,SFProText-Regular
QK,12,17,-20,SFProText-Regular
QL,12,16,-20,SFProText-Regular
QM,12,19,-20,SFProText-Regular
QN,12,17,-20,SFProText-Regular
QO,12,18,-20,SFProText-Regular
QP,12,16,-20,SFProText-Regular
QQ,12,18,-20,SFProText-Regular
QR,12,17,-20,SFProText-Regular
QS,12,16,-20,SFProText-Regular
QT,12,16,-20,SFProText-Regular
QU,12,17,-20,SFProText-Regular
QV,12,17,-20,SFProText-Regular
QW,12,20,-20,SFProText-Regular
QX,12,17,-20,SFProText-Regular
QY,12,16,-20,SFProText-Regular
QZ,12,16,-20,SFProText-Regular
Qa,12,15,-20,SFProText-Regular
Qb,12,16,-20,SFProText-Regular
Qc,12,16,-20,SFProText-Regular
Qd,12,16,-20,SFProText-Regular
Qe,12,16,-20,SFProText-Regular
Qf,12,13,-20,SFProText-Regular
Qg,12,16,-20,SFProText-Regular
Qh,12,16,-20,SFProText-Regular
Qi,12,12,-20,SFProText-Regular
Qj,12,12,-20,SFProText-Regular
Qk,12,16,-20,SFProText-Regular
Ql,12,11,-20,SFProText-Regular
Qm,12,19,-20,SFProText-Regular
Qn,12,15,-20,SFProText-Regular
Qo,12,16,-20,SFProText-Regular
Qp,12,16,-20,SFProText-Regular
Qq,12,16,-20,SFProText-Regular
Qr,12,14,-20,SFProText-Regular
Qs,12,15,-20,SFProText-Regular
Qt,12,13,-20,SFProText-Regular
Qu,12,15,-20,SFProText-Regular
Qv,12,15,-20,SFProText-Regular
Qw,12,18,-20,SFProText-Regular
Qx,12,15,-20,SFProText-Regular
Qy,12,15,-20,SFProText-Regular
Qz,12,15,-20,SFProText-Regular
RA,12,15,-20,SFProText-Regular
RB,12,14,-20,SFProText-Regular
RC,12,15,-20,SFProText-Regular
RD,12,15,-20,SFProText-Regular
RE,12,13,-20,SFProText-Regular
RF,12,13,-20,SFProText-Regular
RG,12,15,-20,SFProText-Regular
RH,12,15,-20,SFProText-Regular
RI,12,9,-20,SFProText-Regular
RJ,12,12,-20,SFProText-Regular
RK,12,14,-20,SFProText-Regular
RL,12,13,-20,SFProText-Regular
RM,12,16,-20,SFProText-Regular
RN,12,15,-20,SFProText-Regular
RO,12,15,-20,SFProText-Regular
RP,12,14,-20,SFProText-Regular
RQ,12,15,-20,SFProText-Regular
RR,12,14,-20,SFProText-Regular
RS,12,14,-20,SFProText-Regular
RT,12,14,-20,SFProText-Regular
RU,12,15,-20,SFProText-Regular
RV,12,15,-20,SFProText-Regular
RW,12,18,-20,SFProText-Regular
RX,12,14,-20,SFProText-Regular
