FK,100,112,-60,SFProText-Semibold
FL,100,99,-60,SFProText-Semibold
FM,100,126,-60,SFProText-Semibold
FN,100,113,-60,SFProText-Semibold
FO,100,118,-60,SFProText-Semibold
FP,100,106,-60,SFProText-Semibold
FQ,100,118,-60,SFProText-Semibold
FR,100,109,-60,SFProText-Semibold
FS,100,106,-60,SFProText-Semibold
FT,100,106,-60,SFProText-Semibold
FU,100,112,-60,SFProText-Semibold
FV,100,112,-60,SFProText-Semibold
FW,100,140,-60,SFProText-Semibold
FX,100,112,-60,SFProText-Semibold
FY,100,111,-60,SFProText-Semibold
FZ,100,106,-60,SFProText-Semibold
Fa,100,93,-60,SFProText-Semibold
Fb,100,104,-60,SFProText-Semibold
Fc,100,99,-60,SFProText-Semibold
Fd,100,101,-60,SFProText-Semibold
Fe,100,100,-60,SFProText-Semibold
Ff,100,81,-60,SFProText-Semibold
Fg,100,101,-60,SFProText-Semibold
Fh,100,100,-60,SFProText-Semibold
Fi,100,66,-60,SFProText-Semibold
Fj,100,66,-60,SFProText-Semibold
Fk,100,101,-60,SFProText-Semibold
Fl,100,66,-60,SFProText-Semibold
Fm,100,130,-60,SFProText-Semibold
Fn,100,100,-60,SFProText-Semibold
Fo,100,101,-60,SFProText-Semibold
Fp,100,104,-60,SFProText-Semibold
Fq,100,102,-60,SFProText-Semibold
Fr,100,84,-60,SFProText-Semibold
Fs,100,96,-60,SFProText-Semibold
Ft,100,80,-60,SFProText-Semibold
Fu,100,99,-60,SFProText-Semibold
Fv,100,99,-60,SFProText-Semibold
Fw,100,124,-60,SFProText-Semibold
Fx,100,98,-60,SFProText-Semibold
Fy,100,100,-60,SFProText-Semibold
Fz,100,92,-60,SFProText-Semibold
GA,100,131,-60,SFProText-Semibold
GB,100,128,-60,SFProText-Semibold
GC,100,133,-60,SFProText-Semibold
GD,100,133,-60,SFProText-Semibold
GE,100,120,-60,SFProText-Semibold
GF,100,119,-60,SFProText-Semibold
GG,100,135,-60,SFProText-Semibold
GH,100,134,-60,SFProText-Semibold
GI,100,87,-60,SFProText-Semibold
GJ,100,115,-60,SFProText-Semibold
GK,100,131,-60,SFProText-Semibold
GL,100,119,-60,SFProText-Semibold
GM,100,146,-60,SFProText-Semibold
GN,100,133,-60,SFProText-Semibold
GO,100,137,-60,SFProText-Semibold
GP,100,126,-60,SFProText-Semibold
GQ,100,137,-60,SFProText-Semibold
GR,100,129,-60,SFProText-Semibold
GS,100,126,-60,SFProText-Semibold
GT,100,125,-60,SFProText-Semibold
GU,100,132,-60,SFProText-Semibold
GV,100,132,-60,SFProText-Semibold
GW,100,160,-60,SFProText-Semibold
GX,100,130,-60,SFProText-Semibold
GY,100,129,-60,SFProText-Semibold
GZ,100,126,-60,SFProText-Semibold
Ga,100,115,-60,SFProText-Semibold
Gb,100,124,-60,SFProText-Semibold
Gc,100,119,-60,SFProText-Semibold
Gd,100,121,-60,SFProText-Semibold
Ge,100,119,-60,SFProText-Semibold
Gf,100,100,-60,SFProText-Semibold
Gg,100,121,-60,SFProText-Semibold
Gh,100,120,-60,SFProText-Semibold
Gi,100,86,-60,SFProText-Semibold
Gj,100,86,-60,SFProText-Semibold
Gk,100,121,-60,SFProText-Semibold
Gl,100,86,-60,SFProText-Semibold
Gm,100,150,-60,SFProText-Semibold
Gn,100,120,-60,SFProText-Semibold
Go,100,121,-60,SFProText-Semibold
Gp,100,124,-60,SFProText-Semibold
Gq,100,122,-60,SFProText-Semibold
Gr,100,104,-60,SFProText-Semibold
Gs,100,115,-60,SFProText-Semibold
Gt,100,100,-60,SFProText-Semibold
Gu,100,119,-60,SFProText-Semibold
Gv,100,119,-60,SFProText-Semibold
Gw,100,144,-60,SFProText-Semibold
Gx,100,118,-60,SFProText-Semibold
Gy,100,120,-60,SFProText-Semibold
Gz,100,114,-60,SFProText-Semibold
HA,100,131,-60,SFProText-Semibold
HB,100,126,-60,SFProText-Semibold
HC,100,131,-60,SFProText-Semibold
HD,100,132,-60,SFProText-Semibold
HE,100,118,-60,SFProText-Semibold
HF,100,117,-60,SFProText-Semibold
HG,100,133,-60,SFProText-Semibold
HH,100,132,-60,SFProText-Semibold
HI,100,85,-60,SFProText-Semibold
HJ,100,113,-60,SFProText-Semibold
HK,100,130,-60,SFProText-Semibold
HL,100,117,-60,SFProText-Semibold
HM,100,144,-60,SFProText-Semibold
HN,100,131,-60,SFProText-Semibold
HO,100,136,-60,SFProText-Semibold
HP,100,124,-60,SFProText-Semibold
HQ,100,136,-60,SFProText-Semibold
HR,100,127,-60,SFProText-Semibold
HS,100,124,-60,SFProText-Semibold
HT,100,124,-60,SFProText-Semibold
HU,100,130,-60,SFProText-Semibold
HV,100,130,-60,SFProText-Semibold
HW,100,158,-60,SFProText-Semibold
HX,100,130,-60,SFProText-Semibold
HY,100,129,-60,SFProText-Semibold
HZ,100,124,-60,SFProText-Semibold
Ha,100,114,-60,SFProText-Semibold
Hb,100,122,-60,SFProText-Semibold
Hc,100,117,-60,SFProText-Semibold
Hd,100,119,-60,SFProText-Semibold
He,100,118,-60,SFProText-Semibold
Hf,100,99,-60,SFProText-Semibold
Hg,100,119,-60,SFProText-Semibold
Hh,100,118,-60,SFProText-Semibold
Hi,100,84,-60,SFProText-Semibold
Hj,100,84,-60,SFProText-Semibold
Hk,100,119,-60,SFProText-Semibold
Hl,100,84,-60,SFProText-Semibold
Hm,100,148,-60,SFProText-Semibold
Hn,100,118,-60,SFProText-Semibold
Ho,100,119,-60,SFProText-Semibold
Hp,100,122,-60,SFProText-Semibold
Hq,100,120,-60,SFProText-Semibold
Hr,100,102,-60,SFProText-Semibold
Hs,100,114,-60,SFProText-Semibold
Ht,100,98,-60,SFProText-Semibold
Hu,100,117,-60,SFProText-Semibold
Hv,100,117,-60,SFProText-Semibold
Hw,100,142,-60,SFProText-Semibold
Hx,100,116,-60,SFProText-Semibold
Hy,100,118,-60,SFProText-Semibold
Hz,100,113,-60,SFProText-Semibold
IA,100,84,-60,SFProText-Semibold
IB,100,80,-60,SFProText-Semibold
IC,100,84,-60,SFProText-Semibold
ID,100,85,-60,SFProText-Semibold
IE,100,71,-60,SFProText-Semibold
IF,100,70,-60,SFProText-Semibold
IG,100,86,-60,SFProText-Semibold
IH,100,85,-60,SFProText-Semibold
II,100,38,-60,SFProText-Semibold
IJ,100,66,-60,SFProText-Semibold
IK,100,83,-60,SFProText-Semibold
IL,100,70,-60,SFProText-Semibold
IM,100,97,-60,SFProText-Semibold
IN,100,84,-60,SFProText-Semibold
IO,100,89,-60,SFProText-Semibold
IP,100,77,-60,SFProText-Semibold
IQ,100,89,-60,SFProText-Semibold
IR,100,80,-60,SFProText-Semibold
IS,100,77,-60,SFProText-Semibold
IT,100,77,-60,SFProText-Semibold
IU,100,83,-60,SFProText-Semibold
IV,100,83,-60,SFProText-Semibold
IW,100,112,-60,SFProText-Semibold
IX,100,83,-60,SFProText-Semibold
IY,100,82,-60,SFProText-Semibold
IZ,100,77,-60,SFProText-Semibold
Ia,100,67,-60,SFProText-Semibold
Ib,100,76,-60,SFProText-Semibold
Ic,100,70,-60,SFProText-Semibold
Id,100,72,-60,SFProText-Semibold
Ie,100,71,-60,SFProText-Semibold
If,100,52,-60,SFProText-Semibold
Ig,100,72,-60,SFProText-Semibold
Ih,100,71,-60,SFProText-Semibold
Ii,100,37,-60,SFProText-Semibold
Ij,100,37,-60,SFProText-Semibold
Ik,100,73,-60,SFProText-Semibold
Il,100,37,-60,SFProText-Semibold
Im,100,101,-60,SFProText-Semibold
In,100,71,-60,SFProText-Semibold
Io,100,73,-60,SFProText-Semibold
Ip,100,75,-60,SFProText-Semibold
Iq,100,73,-60,SFProText-Semibold
Ir,100,56,-60,SFProText-Semibold
Is,100,67,-60,SFProText-Semibold
It,100,51,-60,SFProText-Semibold
Iu,100,70,-60,SFProText-Semibold
Iv,100,70,-60,SFProText-Semibold
Iw,100,95,-60,SFProText-Semibold
Ix,100,69,-60,SFProText-Semibold
Iy,100,71,-60,SFProText-Semibold
Iz,100,66,-60,SFProText-Semibold
JA,100,115,-60,SFProText-Semibold
JB,100,112,-60,SFProText-Semibold
JC,100,117,-60,SFProText-Semibold
JD,100,118,-60,SFProText-Semibold
JE,100,104,-60,SFProText-Semibold
JF,100,103,-60,SFProText-Semibold
JG,100,119,-60,SFProText-Semibold
JH,100,118,-60,SFProText-Semibold
JI,100,71,-60,SFProText-Semibold
JJ,100,99,-60,SFProText-Semibold
JK,100,116,-60,SFProText-Semibold
JL,100,103,-60,SFProText-Semibold
JM,100,130,-60,SFProText-Semibold
JN,100,117,-60,SFProText-Semibold
JO,100,122,-60,SFProText-Semibold
JP,100,110,-60,SFProText-Semibold
JQ,100,122,-60,SFProText-Semibold
JR,100,113,-60,SFProText-Semibold
JS,100,110,-60,SFProText-Semibold
JT,100,110,-60,SFProText-Semibold
JU,100,116,-60,SFProText-Semibold
JV,100,116,-60,SFProText-Semibold
JW,100,144,-60,SFProText-Semibold
JX,100,116,-60,SFProText-Semibold
JY,100,115,-60,SFProText-Semibold
JZ,100,110,-60,SFProText-Semibold
Ja,100,99,-60,SFProText-Semibold
Jb,100,108,-60,SFProText-Semibold
Jc,100,102,-60,SFProText-Semibold
Jd,100,104,-60,SFProText-Semibold
Je,100,103,-60,SFProText-Semibold
Jf,100,85,-60,SFProText-Semibold
Jg,100,104,-60,SFProText-Semibold
Jh,100,104,-60,SFProText-Semibold
Ji,100,70,-60,SFProText-Semibold
Jj,100,70,-60,SFProText-Semibold
Jk,100,105,-60,SFProText-Semibold
Jl,100,70,-60,SFProText-Semibold
Jm,100,134,-60,SFProText-Semibold
Jn,100,104,-60,SFProText-Semibold
Jo,100,105,-60,SFProText-Semibold
Jp,100,108,-60,SFProText-Semibold
Jq,100,105,-60,SFProText-Semibold
Jr,100,88,-60,SFProText-Semibold
Js,100,100,-60,SFProText-Semibold
Jt,100,84,-60,SFProText-Semibold
Ju,100,103,-60,SFProText-Semibold
Jv,100,103,-60,SFProText-Semibold
Jw,100,128,-60,SFProText-Semibold
Jx,100,101,-60,SFProText-Semibold
Jy,100,104,-60,SFProText-Semibold
Jz,100,99,-60,SFProText-Semibold
KA,100,123,-60,SFProText-Semibold
KB,100,119,-60,SFProText-Semibold
KC,100,119,-60,SFProText-Semibold
KD,100,124,-60,SFProText-Semibold
KE,100,110,-60,SFProText-Semibold
KF,100,109,-60,SFProText-Semibold
KG,100,121,-60,SFProText-Semibold
KH,100,124,-60,SFProText-Semibold
KI,100,77,-60,SFProText-Semibold
KJ,100,105,-60,SFProText-Semibold
KK,100,122,-60,SFProText-Semibold
KL,100,109,-60,SFProText-Semibold
KM,100,136,-60,SFProText-Semibold
KN,100,123,-60,SFProText-Semibold
KO,100,124,-60,SFProText-Semibold
KP,100,116,-60,SFProText-Semibold
KQ,100,124,-60,SFProText-Semibold
KR,100,119,-60,SFProText-Semibold
KS,100,114,-60,SFProText-Semibold
KT,100,116,-60,SFProText-Semibold
KU,100,122,-60,SFProText-Semibold
KV,100,122,-60,SFProText-Semibold
KW,100,151,-60,SFProText-Semibold
KX,100,122,-60,SFProText-Semibold
KY,100,121,-60,SFProText-Semibold
KZ,100,116,-60,SFProText-Semibold
Ka,100,104,-60,SFProText-Semibold
Kb,100,115,-60,SFProText-Semibold
Kc,100,105,-60,SFProText-Semibold
Kd,100,107,-60,SFProText-Semibold
Ke,100,106,-60,SFProText-Semibold
Kf,100,89,-60,SFProText-Semibold
Kg,100,107,-60,SFProText-Semibold
Kh,100,110,-60,SFProText-Semibold
Ki,100,76,-60,SFProText-Semibold
Kj,100,76,-60,SFProText-Semibold
Kk,100,112,-60,SFProText-Semibold
Kl,100,76,-60,SFProText-Semibold
Km,100,140,-60,SFProText-Semibold
Kn,100,110,-60,SFProText-Semibold
Ko,100,108,-60,SFProText-Semibold
Kp,100,114,-60,SFProText-Semibold
Kq,100,108,-60,SFProText-Semibold
Kr,100,95,-60,SFProText-Semibold
Ks,100,103,-60,SFProText-Semibold
Kt,100,88,-60,SFProText-Semibold
Ku,100,106,-60,SFProText-Semibold
Kv,100,104,-60,SFProText-Semibold
Kw,100,129,-60,SFProText-Semibold
Kx,100,107,-60,SFProText-Semibold
Ky,100,105,-60,SFProText-Semibold
Kz,100,105,-60,SFProText-Semibold
LA,100,112,-60,SFProText-Semibold
LB,100,108,-60,SFProText-Semibold
LC,100,110,-60,SFProText-Semibold
LD,100,113,-60,SFProText-Semibold
LE,100,99,-60,SFProText-Semibold
LF,100,98,-60,SFProText-Semibold
LG,100,112,-60,SFProText-Semibold
LH,100,113,-60,SFProText-Semibold
LI,100,66,-60,SFProText-Semibold
LJ,100,94,-60,SFProText-Semibold
LK,100,111,-60,SFProText-Semibold
LL,100,98,-60,SFProText-Semibold
LM,100,125,-60,SFProText-Semibold
LN,100,112,-60,SFProText-Semibold
LO,100,115,-60,SFProText-Semibold
LP,100,105,-60,SFProText-Semibold
LQ,100,115,-60,SFProText-Semibold
LR,100,108,-60,SFProText-Semibold
LS,100,105,-60,SFProText-Semibold
LT,100,96,-60,SFProText-Semibold
LU,100,110,-60,SFProText-Semibold
LV,100,105,-60,SFProText-Semibold
LW,100,133,-60,SFProText-Semibold
LX,100,111,-60,SFProText-Semibold
LY,100,101,-60,SFProText-Semibold
LZ,100,105,-60,SFProText-Semibold
La,100,95,-60,SFProText-Semibold
Lb,100,104,-60,SFProText-Semibold
Lc,100,96,-60,SFProText-Semibold
Ld,100,98,-60,SFProText-Semibold
Le,100,97,-60,SFProText-Semibold
Lf,100,80,-60,SFProText-Semibold
Lg,100,98,-60,SFProText-Semibold
Lh,100,99,-60,SFProText-Semibold
Li,100,65,-60,SFProText-Semibold
Lj,100,65,-60,SFProText-Semibold
Lk,100,101,-60,SFProText-Semibold
Ll,100,65,-60,SFProText-Semibold
Lm,100,129,-60,SFProText-Semibold
Ln,100,99,-60,SFProText-Semibold
Lo,100,99,-60,SFProText-Semibold
Lp,100,103,-60,SFProText-Semibold
Lq,100,99,-60,SFProText-Semibold
Lr,100,84,-60,SFProText-Semibold
Ls,100,95,-60,SFProText-Semibold
Lt,100,77,-60,SFProText-Semibold
Lu,100,98,-60,SFProText-Semibold
Lv,100,92,-60,SFProText-Semibold
Lw,100,117,-60,SFProText-Semibold
Lx,100,97,-60,SFProText-Semibold
Ly,100,93,-60,SFProText-Semibold
Lz,100,94,-60,SFProText-Semibold
MA,100,143,-60,SFProText-Semibold
MB,100,139,-60,SFProText-Semibold
MC,100,143,-60,SFProText-Semibold
MD,100,144,-60,SFProText-Semibold
ME,100,130,-60,SFProText-Semibold
MF,100,129,-60,SFProText-Semibold
MG,100,145,-60,SFProText-Semibold
MH,100,144,-60,SFProText-Semibold
MI,100,97,-60,SFProText-Semibold
MJ,100,125,-60,SFProText-Semibold
MK,100,142,-60,SFProText-Semibold
ML,100,129,-60,SFProText-Semibold
MM,100,156,-60,SFProText-Semibold
MN,100,143,-60,SFProText-Semibold
MO,100,148,-60,SFProText-Semibold
MP,100,136,-60,SFProText-Semibold
MQ,100,148,-60,SFProText-Semibold
MR,100,139,-60,SFProText-Semibold
MS,100,136,-60,SFProText-Semibold
MT,100,136,-60,SFProText-Semibold
MU,100,142,-60,SFProText-Semibold
MV,100,142,-60,SFProText-Semibold
MW,100,171,-60,SFProText-Semibold
MX,100,142,-60,SFProText-Semibold
MY,100,141,-60,SFProText-Semibold
MZ,100,136,-60,SFProText-Semibold
Ma,100,126,-60,SFProText-Semibold
Mb,100,135,-60,SFProText-Semibold
Mc,100,129,-60,SFProText-Semibold
Md,100,131,-60,SFProText-Semibold
Me,100,130,-60,SFProText-Semibold
Mf,100,111,-60,SFProText-Semibold
Mg,100,131,-60,SFProText-Semibold
Mh,100,130,-60,SFProText-Semibold
Mi,100,96,-60,SFProText-Semibold
Mj,100,96,-60,SFProText-Semibold
Mk,100,132,-60,SFProText-Semibold
Ml,100,96,-60,SFProText-Semibold
Mm,100,160,-60,SFProText-Semibold
Mn,100,130,-60,SFProText-Semibold
Mo,100,132,-60,SFProText-Semibold
Mp,100,134,-60,SFProText-Semibold
Mq,100,132,-60,SFProText-Semibold
Mr,100,115,-60,SFProText-Semibold
Ms,100,126,-60,SFProText-Semibold
Mt,100,110,-60,SFProText-Semibold
Mu,100,129,-60,SFProText-Semibold
Mv,100,130,-60,SFProText-Semibold
Mw,100,154,-60,SFProText-Semibold
Mx,100,128,-60,SFProText-Semibold
My,100,130,-60,SFProText-Semibold
Mz,100,125,-60,SFProText-Semibold
NA,100,130,-60,SFProText-Semibold
NB,100,125,-60,SFProText-Semibold
NC,100,130,-60,SFProText-Semibold
ND,100,131,-60,SFProText-Semibold
NE,100,117,-60,SFProText-Semibold
NF,100,116,-60,SFProText-Semibold
NG,100,132,-60,SFProText-Semibold
