,First,Second,Fontsize,Tracking,Distance,
,z,k,38,-8,17.5,
,z,o,38,-8,17.5,
,z,q,38,-8,17.5,
,z,y,38,-8,17.5,
,y,z,38,-8,17.5,
,f,z,52,-4,17.5,
,l,z,52,-4,17.5,
,z,j,58,32,17.5,
,z,s,46,-36,17.5,
,z,l,56,-36,17.5,
,z,t,46,4,17.5,
,t,z,46,4,17.5,
,z,i,46,32,17.5,
,z,s,42,-16,17.5,
,x,z,42,-16,17.5,
,z,s,42,0,17.5,
,z,j,54,32,17.5,
,f,z,68,-36,17.5,
,k,z,42,4,17.5,
,z,s,42,4,17.5,
,s,z,42,4,17.5,
,z,j,54,36,17.5,
,k,z,42,-12,17.5,
,z,s,42,-12,17.5,
,f,z,52,-12,17.5,
,l,z,52,-12,17.5,
,z,h,38,-28,17.5,
,h,z,38,-28,17.5,
,z,n,38,-28,17.5,
,n,z,38,-28,17.5,
,y,l,28,-28,17.5,
,h,z,36,-8,17.5,
,z,n,36,-8,17.5,
,n,z,36,-8,17.5,
,z,o,36,-8,17.5,
,p,z,36,-8,17.5,
,z,v,36,-8,17.5,
,z,t,46,0,17.5,
,t,z,46,0,17.5,
,k,z,42,-4,17.5,
,z,s,42,-4,17.5,
,z,i,46,36,17.5,
,l,z,46,36,17.5,
,f,z,56,-32,17.5,
,l,z,56,-32,17.5,
,z,m,28,-8,17.5,
,y,l,28,-8,17.5,
,a,z,36,8,17.5,
,e,z,36,8,17.5,
,h,z,36,8,17.5,
,z,k,36,8,17.5,
,z,n,36,8,17.5,
,z,o,36,8,17.5,
,o,z,36,8,17.5,
,z,t,44,32,17.5,
,j,z,40,40,17.5,
,t,z,40,40,17.5,
,z,t,44,24,17.5,
,t,z,44,24,17.5,
,c,z,44,-40,17.5,
,z,k,44,-40,17.5,
,z,s,44,-40,17.5,
,y,z,44,-40,17.5,
,g,z,36,-40,17.5,
,q,z,36,-40,17.5,
,z,j,60,0,17.5,
,z,b,34,8,17.5,
,d,z,34,8,17.5,
,g,z,34,8,17.5,
,z,p,34,8,17.5,
,p,z,34,8,17.5,
,u,z,34,8,17.5,
,z,f,44,0,17.5,
,j,z,44,0,17.5,
,z,j,58,20,17.5,
,z,r,46,-24,17.5,
,s,z,46,-24,17.5,
,f,z,56,-24,17.5,
,z,l,56,-24,17.5,
,l,z,56,-24,17.5,
,h,z,60,-32,17.5,
,r,z,46,20,17.5,
,z,d,38,4,17.5,
,z,g,38,4,17.5,
,z,o,38,4,17.5,
,x,z,38,4,17.5,
,z,y,38,4,17.5,
,y,z,38,4,17.5,
,z,d,38,-16,17.5,
,z,g,38,-16,17.5,
,z,h,38,-16,17.5,
,z,k,38,-16,17.5,
,z,n,38,-16,17.5,
,z,q,38,-16,17.5,
,z,y,38,-16,17.5,
,z,m,28,-16,17.5,
,z,x,40,4,17.5,
,d,z,34,-24,17.5,
,q,z,34,-24,17.5,
,z,b,34,16,17.5,
,b,z,34,16,17.5,
,o,z,34,16,17.5,
,z,p,34,16,17.5,
,p,z,34,16,17.5,
,u,z,34,16,17.5,
,j,z,40,32,17.5,
,t,z,40,32,17.5,
,z,r,48,-28,17.5,
,z,t,48,-28,17.5,
,f,z,58,-28,17.5,
,z,i,58,-28,17.5,
,i,z,58,-28,17.5,
,z,c,44,-32,17.5,
,c,z,44,-32,17.5,
,z,k,44,-32,17.5,
,r,z,44,-32,17.5,
,z,s,44,-32,17.5,
,d,z,36,-32,17.5,
,g,z,36,-32,17.5,
,p,z,36,-32,17.5,
,q,z,36,-32,17.5,
,z,o,38,16,17.5,
,y,z,38,16,17.5,
,r,z,50,-12,17.5,
,z,g,40,-12,17.5,
,z,q,40,-12,17.5,
,v,z,40,-12,17.5,
,z,x,40,-12,17.5,
,x,z,40,-12,17.5,
,z,r,46,-4,17.5,
,r,z,46,-4,17.5,
,z,t,46,-4,17.5,
,t,z,46,-4,17.5,
,z,l,60,-40,17.5,
,w,z,32,-8,17.5,
,a,z,36,12,17.5,
,z,e,36,12,17.5,
,h,z,36,12,17.5,
,z,k,36,12,17.5,
,z,o,36,12,17.5,
,o,z,36,12,17.5,
,z,i,52,8,17.5,
,z,w,28,12,17.5,
,z,i,54,-4,17.5,
,i,z,54,-4,17.5,
,m,z,28,8,17.5,
,z,w,28,8,17.5,
,z,r,56,-40,17.5,
,z,f,42,20,17.5,
,f,z,50,8,17.5,
,l,z,50,8,17.5,
,z,i,52,24,17.5,
,g,z,36,-24,17.5,
,z,n,36,-24,17.5,
,o,z,36,-24,17.5,
,m,z,26,28,17.5,
,z,c,44,-24,17.5,
,k,z,44,-24,17.5,
,z,s,44,-24,17.5,
,z,t,44,40,17.5,
,z,r,48,-16,17.5,
,r,z,48,-16,17.5,
,i,z,58,-16,17.5,
,z,b,34,28,17.5,
,b,z,34,28,17.5,
,z,k,34,28,17.5,
,o,z,34,28,17.5,
,p,z,34,28,17.5,
,z,t,48,-12,17.5,
,t,z,48,-12,17.5,
,z,s,44,-20,17.5,
,g,z,36,-20,17.5,
,n,z,36,-20,17.5,
,z,i,52,20,17.5,
,z,l,52,20,17.5,
,z,j,66,-16,17.5,
,z,d,40,-28,17.5,
,o,z,40,-28,17.5,
,z,q,40,-28,17.5,
,z,v,40,-28,17.5,
,v,z,40,-28,17.5,
,x,z,40,-28,17.5,
,z,f,50,-28,17.5,
,z,f,42,24,17.5,
,k,z,42,24,17.5,
,c,z,36,28,17.5,
,z,e,36,28,17.5,
,e,z,36,28,17.5,
,z,x,36,28,17.5,
,i,z,46,40,17.5,
,l,z,46,40,17.5,
,i,z,50,24,17.5,
,f,z,68,-40,17.5,
,z,l,50,32,17.5,
,z,w,28,16,17.5,
,a,z,36,16,17.5,
,z,e,36,16,17.5,
,z,k,36,16,17.5,
,z,j,60,-4,17.5,
,z,f,42,32,17.5,
,z,d,40,-16,17.5,
,z,g,40,-16,17.5,
,z,q,40,-16,17.5,
,x,z,40,-16,17.5,
,y,z,40,-16,17.5,
,z,j,66,-28,17.5,
,r,z,50,-16,17.5,
,r,z,48,-4,17.5,
,z,t,48,-4,17.5,
,y,z,38,12,17.5,
,g,z,36,-36,17.5,
,q,z,36,-36,17.5,
,z,c,44,-36,17.5,
,c,z,44,-36,17.5,
,z,k,44,-36,17.5,
,z,s,44,-36,17.5,
,y,z,44,-36,17.5,
,j,z,44,-4,17.5,
,s,z,44,-4,17.5,
,j,z,40,36,17.5,
,t,z,40,36,17.5,
,z,b,34,12,17.5,
,d,z,34,12,17.5,
,g,z,34,12,17.5,
,z,p,34,12,17.5,
,p,z,34,12,17.5,
,q,z,34,12,17.5,
,u,z,34,12,17.5,
,w,z,32,-16,17.5,
,f,z,50,16,17.5,
,i,z,50,16,17.5,
,z,l,50,16,17.5,
,l,z,50,16,17.5,
,l,z,52,0,17.5,
,z,e,36,32,17.5,
,e,z,36,32,17.5,
,v,z,36,32,17.5,
,x,z,36,32,17.5,
,k,z,42,16,17.5,
,s,z,42,16,17.5,
,z,j,66,-24,17.5,
,e,z,40,-32,17.5,
,p,z,40,-32,17.5,
,z,q,40,-32,17.5,
,z,v,40,-32,17.5,
,v,z,40,-32,17.5,
,z,f,50,-32,17.5,
,r,z,48,-8,17.5,
,z,t,48,-8,17.5,
,s,z,38,36,17.5,
,f,z,56,-8,17.5,
,i,z,56,-8,17.5,
,l,z,56,-8,17.5,
,z,i,52,12,17.5,
,z,l,52,12,17.5,
,z,n,36,-12,17.5,
,z,o,36,-12,17.5,
,q,z,36,-12,17.5,
,z,v,36,-12,17.5,
,m,z,26,36,17.5,
,z,f,44,-12,17.5,
,z,s,44,-12,17.5,
,s,z,44,-12,17.5,
,s,z,44,-8,17.5,
,t,z,48,-20,17.5,
,i,z,58,-20,17.5,
,w,z,32,-32,17.5,
,o,y,32,-32,17.5,
,w,z,30,-4,17.5,
,b,z,34,36,17.5,
,p,z,34,36,17.5,
,z,q,34,36,17.5,
,z,u,34,36,17.5,
,y,z,34,36,17.5,
,z,b,34,20,17.5,
,b,z,34,20,17.5,
,z,k,34,20,17.5,
,o,z,34,20,17.5,
,z,i,58,-36,17.5,
,z,r,48,-36,17.5,
,z,o,38,20,17.5,
,z,f,50,-24,17.5,
,r,z,50,-24,17.5,
,z,d,40,-24,17.5,
,j,z,40,-24,17.5,
,p,z,40,-24,17.5,
,z,v,40,-24,17.5,
,z,y,40,-24,17.5,
,f,z,66,-32,17.5,
,z,f,42,28,17.5,
,l,z,50,0,17.5,
,a,z,36,24,17.5,
,z,e,36,24,17.5,
,e,z,36,24,17.5,
,z,g,36,24,17.5,
,l,z,30,-40,17.5,
,z,m,30,-40,17.5,
,z,t,30,-40,17.5,
,z,h,32,40,17.5,
,z,n,32,40,17.5,
,i,z,50,28,17.5,
,z,l,50,28,17.5,
,z,i,54,4,17.5,
,z,e,42,-40,17.5,
,e,z,42,-40,17.5,
,j,z,42,-40,17.5,
,z,m,28,0,17.5,
,m,z,28,4,17.5,
,z,w,28,4,17.5,
,z,i,54,0,17.5,
,z,w,28,20,17.5,
,a,z,36,20,17.5,
,z,e,36,20,17.5,
,e,z,36,20,17.5,
,z,g,36,20,17.5,
,z,k,36,20,17.5,
,n,z,36,20,17.5,
,x,z,36,20,17.5,
,l,z,50,4,17.5,
,z,d,40,-20,17.5,
,z,g,40,-20,17.5,
,x,z,40,-20,17.5,
,y,z,40,-20,17.5,
,z,f,50,-20,17.5,
,r,z,50,-20,17.5,
,f,z,66,-36,17.5,
,y,z,38,24,17.5,
,z,l,52,28,17.5,
,z,m,26,24,17.5,
,g,z,36,-28,17.5,
,z,n,36,-28,17.5,
,q,z,36,-28,17.5,
,c,z,44,-28,17.5,
,r,z,44,-28,17.5,
,z,r,48,-32,17.5,
,t,z,48,-32,17.5,
,f,z,58,-32,17.5,
,z,i,58,-32,17.5,
,j,z,40,28,17.5,
,b,z,34,24,17.5,
,o,z,34,24,17.5,
,p,z,34,24,17.5,
,z,u,34,24,17.5,
,u,z,34,24,17.5,
,w,z,32,-20,17.5,
,o,y,32,-36,17.5,
,z,b,34,32,17.5,
,z,d,34,32,17.5,
,z,g,34,32,17.5,
,z,k,34,32,17.5,
,z,o,34,32,17.5,
,o,z,34,32,17.5,
,p,z,34,32,17.5,
,z,u,34,32,17.5,
,u,z,34,32,17.5,
,z,y,34,32,17.5,
,z,i,58,-24,17.5,
,i,z,58,-24,17.5,
,z,r,48,-24,17.5,
,z,t,48,-24,17.5,
,t,z,48,-24,17.5,
,z,s,44,-16,17.5,
,s,z,44,-16,17.5,
,g,z,36,-16,17.5,
,z,n,36,-16,17.5,
,o,z,36,-16,17.5,
,z,p,36,-16,17.5,
,z,v,36,-16,17.5,
,z,m,26,32,17.5,
,z,l,52,16,17.5,
,z,s,38,32,17.5,
,z,j,66,-20,17.5,
,z,f,50,-36,17.5,
,n,z,40,-36,17.5,
,p,z,40,-36,17.5,
,z,q,40,-36,17.5,
,z,v,40,-36,17.5,
,z,f,42,12,17.5,
,k,z,42,12,17.5,
,z,s,42,12,17.5,
,s,z,42,12,17.5,
,z,r,46,-8,17.5,
,z,t,46,-8,17.5,
,w,z,32,-4,17.5,
,z,c,36,36,17.5,
,z,e,36,36,17.5,
,v,z,36,36,17.5,
,z,x,36,36,17.5,
,x,z,36,36,17.5,
,z,i,52,4,17.5,
,z,l,52,4,17.5,
,l,z,52,4,17.5,
,f,z,50,12,17.5,
,z,h,38,-40,17.5,
,m,z,38,-40,17.5,
,z,o,38,-40,17.5,
,b,z,34,40,17.5,
,z,g,34,40,17.5,
,z,k,34,40,17.5,
,p,z,34,40,17.5,
,z,q,34,40,17.5,
,z,y,34,40,17.5,
,z,t,44,28,17.5,
,z,s,38,40,17.5,
,b,z,34,4,17.5,
,d,z,34,4,17.5,
,g,z,34,4,17.5,
,o,z,34,4,17.5,
,q,z,34,4,17.5,
,u,z,34,4,17.5,
,f,z,56,-28,17.5,
,z,i,56,-28,17.5,
,l,z,56,-28,17.5,
,z,r,46,-28,17.5,
,z,s,46,-28,17.5,
,s,z,46,-28,17.5,
,s,z,30,-20,17.5,
,z,v,30,-20,17.5,
,z,d,38,8,17.5,
,z,q,38,8,17.5,
,z,y,38,8,17.5,
,z,n,32,20,17.5,
,z,h,38,-32,17.5,
,h,z,38,-32,17.5,
,z,n,38,-32,17.5,
,n,z,38,-32,17.5,
,o,z,38,-32,17.5,
,z,x,40,8,17.5,
,f,z,64,-36,17.5,
,l,z,52,-20,17.5,
,r,z,52,-20,17.5,
,z,s,42,-20,17.5,
,z,x,42,-20,17.5,
,x,z,42,-20,17.5,
,d,z,34,-28,17.5,
,k,z,42,8,17.5,
,z,s,42,8,17.5,
,s,z,42,8,17.5,
,z,i,54,12,17.5,
,g,z,34,-16,17.5,
,q,z,34,-16,17.5,
,l,z,50,-8,17.5,
,r,z,50,-8,17.5,
,z,e,42,-36,17.5,
,z,t,52,-36,17.5,
,z,h,38,-24,17.5,
,h,z,38,-24,17.5,
,z,k,38,-24,17.5,
,z,n,38,-24,17.5,
,n,z,38,-24,17.5,
,z,o,38,-24,17.5,
,o,z,38,-24,17.5,
,z,h,36,-4,17.5,
,m,z,36,-4,17.5,
,z,n,36,-4,17.5,
,n,z,36,-4,17.5,
,z,p,36,-4,17.5,
,u,z,36,-4,17.5,
,z,j,60,16,17.5,
,z,h,32,36,17.5,
,z,n,32,36,17.5,
,z,v,32,36,17.5,
,r,z,46,12,17.5,
,t,z,46,12,17.5,
,z,s,42,-8,17.5,
,z,m,30,-36,17.5,
,m,z,30,-36,17.5,
,z,w,30,-36,17.5,
,z,i,56,-16,17.5,
,z,l,56,-16,17.5,
,l,z,56,-16,17.5,
,l,z,60,-28,17.5,
,z,r,46,-16,17.5,
,r,z,48,16,17.5,
,a,z,36,4,17.5,
,h,z,36,4,17.5,
,n,z,36,4,17.5,
,z,o,36,4,17.5,
,z,p,36,4,17.5,
,j,z,44,16,17.5,
,i,z,58,-40,17.5,
,z,b,34,-4,17.5,
,d,z,34,-4,17.5,
,g,z,34,-4,17.5,
,o,z,34,-4,17.5,
,q,z,34,-4,17.5,
,z,x,40,-8,17.5,
,x,z,40,-8,17.5,
,z,f,44,12,17.5,
,j,z,44,12,17.5,
,z,t,44,12,17.5,
,t,z,44,12,17.5,
,z,d,38,-4,17.5,
,z,k,38,-4,17.5,
,z,o,38,-4,17.5,
,z,y,38,-4,17.5,
,y,z,38,-4,17.5,
,a,z,36,0,17.5,
,z,h,36,0,17.5,
,m,z,36,0,17.5,
,z,n,36,0,17.5,
,n,z,36,0,17.5,
,z,o,36,0,17.5,
,z,p,36,0,17.5,
,f,z,66,-40,17.5,
,f,z,52,-8,17.5,
,l,z,52,-8,17.5,
,z,j,58,16,17.5,
,z,r,46,-12,17.5,
,s,z,46,-12,17.5,
,z,t,46,-12,17.5,
,z,i,56,-12,17.5,
,i,z,56,-12,17.5,
,l,z,56,-12,17.5,
,r,z,46,8,17.5,
,z,t,46,8,17.5,
,t,z,46,8,17.5,
,r,z,46,16,17.5,
,m,z,30,-32,17.5,
,v,z,30,-32,17.5,
,z,h,32,32,17.5,
,z,n,32,32,17.5,
,z,v,32,32,17.5,
,z,d,38,-20,17.5,
,z,h,38,-20,17.5,
,h,z,38,-20,17.5,
,z,k,38,-20,17.5,
,z,n,38,-20,17.5,
,l,z,28,-20,17.5,
,z,x,42,-32,17.5,
,x,z,42,-32,17.5,
,q,z,34,-12,17.5,
,z,j,54,28,17.5,
,f,z,64,-32,17.5,
,z,h,38,-36,17.5,
,n,z,38,-36,17.5,
,o,z,38,-36,17.5,
,z,n,32,24,17.5,
,f,t,30,-24,17.5,
,v,z,30,-24,17.5,
,c,z,36,40,17.5,
,e,z,36,40,17.5,
,v,z,36,40,17.5,
,z,f,44,8,17.5,
,j,z,44,8,17.5,
,t,z,44,8,17.5,
,z,j,58,28,17.5,
,z,f,50,-40,17.5,
,t,z,50,-40,17.5,
,d,z,34,0,17.5,
,g,z,34,0,17.5,
,o,z,34,0,17.5,
,q,z,34,0,17.5,
,u,z,34,0,17.5,
,e,z,40,-40,17.5,
,z,n,40,-40,17.5,
,u,z,40,-40,17.5,
,r,z,48,4,17.5,
,w,z,30,20,17.5,
,z,c,42,-28,17.0,
,k,z,42,-28,17.0,
,z,y,42,-28,17.0,
,y,z,42,-28,17.0,
,z,c,40,0,17.0,
,k,z,40,0,17.0,
,s,z,40,0,17.0,
,z,m,28,-12,17.0,
,c,z,38,-12,17.0,
,z,e,38,-12,17.0,
,v,z,38,-12,17.0,
,z,j,60,20,17.0,
,z,b,32,28,17.0,
,d,z,32,28,17.0,
,z,g,32,28,17.0,
,q,z,32,28,17.0,
,u,z,32,28,17.0,
,c,z,38,0,17.0,
,z,e,38,0,17.0,
,z,w,30,-28,17.0,
,f,z,46,24,17.0,
,z,f,46,-20,17.0,
,j,z,46,-20,17.0,
,j,z,42,40,17.0,
,r,z,42,40,17.0,
,z,t,42,40,17.0,
,z,j,56,20,17.0,
,f,z,48,20,17.0,
,i,z,48,20,17.0,
,z,l,48,20,17.0,
,l,z,48,20,17.0,
,f,z,48,8,17.0,
,i,z,48,8,17.0,
,l,z,48,8,17.0,
,z,b,32,8,17.0,
,z,p,32,8,17.0,
,w,z,30,12,17.0,
,h,z,34,-8,17.0,
,k,z,40,-4,17.0,
,z,i,44,36,17.0,
,c,z,38,-8,17.0,
,z,e,38,-8,17.0,
,z,i,48,36,17.0,
,z,l,48,36,17.0,
,i,z,52,-4,17.0,
,z,j,62,4,17.0,
,w,z,30,-16,17.0,
,f,z,46,32,17.0,
,z,b,32,16,17.0,
,z,h,32,16,17.0,
,q,z,32,16,17.0,
,z,c,42,-16,17.0,
,k,z,42,-16,17.0,
,i,z,64,-28,17.0,
,j,z,42,0,17.0,
,k,z,42,0,17.0,
,z,r,42,0,17.0,
,z,j,68,-32,17.0,
,z,j,68,-36,17.0,
,z,c,42,4,17.0,
,j,z,42,4,17.0,
,z,r,42,4,17.0,
,i,z,50,-4,17.0,
,z,c,42,-12,17.0,
,z,r,42,-12,17.0,
,i,z,52,-12,17.0,
,a,z,38,-28,17.0,
,b,z,38,-28,17.0,
,e,z,38,-28,17.0,
,z,g,38,-28,17.0,
,p,z,38,-28,17.0,
,s,u,38,-28,17.0,
,z,m,28,-28,17.0,
,z,y,28,-28,17.0,
,b,z,36,-8,17.0,
,z,d,36,-8,17.0,
,z,g,36,-8,17.0,
,z,h,36,-8,17.0,
,z,k,36,-8,17.0,
,z,u,36,-8,17.0,
,z,y,36,-8,17.0,
,z,b,32,12,17.0,
,g,z,32,12,17.0,
,z,p,32,12,17.0,
,z,f,46,0,17.0,
,w,z,30,-12,17.0,
,z,c,42,-4,17.0,
,z,r,42,-4,17.0,
,f,z,46,36,17.0,
,m,z,28,-8,17.0,
,z,f,46,-32,17.0,
,j,z,46,-32,17.0,
,z,i,48,32,17.0,
,z,l,48,32,17.0,
,l,z,48,32,17.0,
,b,z,36,8,17.0,
,z,d,36,8,17.0,
,p,z,36,8,17.0,
,r,z,44,32,17.0,
,z,r,40,40,17.0,
,q,z,30,28,17.0,
,r,z,54,-40,17.0,
,z,b,36,-40,17.0,
,d,z,36,-40,17.0,
,z,p,36,-40,17.0,
,f,z,48,24,17.0,
,z,l,48,24,17.0,
,z,j,52,40,17.0,
,a,z,34,8,17.0,
,z,h,34,8,17.0,
,h,z,34,8,17.0,
,z,n,34,8,17.0,
,n,z,34,8,17.0,
,z,v,34,8,17.0,
,z,j,56,24,17.0,
,j,z,46,-24,17.0,
,f,z,46,20,17.0,
,c,z,38,4,17.0,
,z,e,38,4,17.0,
,v,z,38,4,17.0,
,b,z,38,-16,17.0,
,z,e,38,-16,17.0,
,e,z,38,-16,17.0,
,p,z,38,-16,17.0,
,f,t,28,-16,17.0,
,l,z,28,-16,17.0,
,v,z,28,-16,17.0,
,z,c,40,4,17.0,
,k,z,40,4,17.0,
,s,z,40,4,17.0,
,z,j,64,-12,17.0,
,a,z,34,16,17.0,
,e,z,34,16,17.0,
,z,h,34,16,17.0,
,h,z,34,16,17.0,
,z,n,34,16,17.0,
,z,v,34,16,17.0,
,x,z,34,16,17.0,
,z,j,62,-4,17.0,
,z,b,32,-12,17.0,
,z,p,32,-12,17.0,
,z,r,40,32,17.0,
,z,f,48,-28,17.0,
,z,l,58,-28,17.0,
,q,z,44,-32,17.0,
,t,z,54,-32,17.0,
,z,m,26,16,17.0,
,z,p,36,-32,17.0,
,z,j,52,32,17.0,
,z,c,38,16,17.0,
,c,z,38,16,17.0,
,z,e,38,16,17.0,
,z,x,38,16,17.0,
,c,z,40,-12,17.0,
,z,e,40,-12,17.0,
,s,z,40,-12,17.0,
,z,y,40,-12,17.0,
,z,f,46,-4,17.0,
,j,z,42,36,17.0,
,r,z,42,36,17.0,
,t,z,42,36,17.0,
,z,b,32,-8,17.0,
,z,j,70,-40,17.0,
,b,z,36,12,17.0,
,z,d,36,12,17.0,
,f,z,52,8,17.0,
,i,z,52,8,17.0,
,f,z,54,-4,17.0,
,l,z,54,-4,17.0,
,z,j,46,-40,17.0,
,z,r,42,20,17.0,
,t,z,42,20,17.0,
,z,i,50,8,17.0,
,i,z,50,8,17.0,
,z,c,38,28,17.0,
,j,z,38,28,17.0,
,k,z,38,28,17.0,
,z,x,38,28,17.0,
,z,i,48,40,17.0,
,z,l,48,40,17.0,
,z,b,36,-24,17.0,
,b,z,36,-24,17.0,
,z,h,36,-24,17.0,
,z,q,36,-24,17.0,
,q,z,36,-24,17.0,
,u,z,36,-24,17.0,
,z,y,36,-24,17.0,
,z,m,26,28,17.0,
,f,z,62,-32,17.0,
,z,l,54,-24,17.0,
,z,r,44,-24,17.0,
,i,z,44,40,17.0,
,z,s,40,24,17.0,
,c,z,34,28,17.0,
,e,z,34,28,17.0,
,h,z,34,28,17.0,
,z,v,34,28,17.0,
,x,z,34,28,17.0,
,z,r,40,20,17.0,
,z,s,40,20,17.0,
,z,r,44,-20,17.0,
,f,z,54,-20,17.0,
,z,l,54,-20,17.0,
,z,g,36,-20,17.0,
,z,h,36,-20,17.0,
,z,p,36,-20,17.0,
,p,z,36,-20,17.0,
,u,z,36,-20,17.0,
,z,y,36,-20,17.0,
,c,z,40,-28,17.0,
,z,e,40,-28,17.0,
,z,y,40,-28,17.0,
,z,t,50,-28,17.0,
,j,z,42,24,17.0,
,z,t,42,24,17.0,
,t,z,42,24,17.0,
,z,s,36,28,17.0,
,f,z,46,40,17.0,
,w,z,28,28,17.0,
,z,j,56,8,17.0,
,w,z,28,16,17.0,
,z,o,36,16,17.0,
,j,z,42,32,17.0,
,r,z,42,32,17.0,
,t,z,42,32,17.0,
,z,e,40,-16,17.0,
,s,z,40,-16,17.0,
,z,t,50,-16,17.0,
,c,z,38,12,17.0,
,z,e,38,12,17.0,
,z,x,38,12,17.0,
,z,j,52,36,17.0,
,m,z,26,12,17.0,
,z,b,36,-36,17.0,
,d,z,36,-36,17.0,
,z,p,36,-36,17.0,
,r,z,54,-36,17.0,
,t,z,54,-36,17.0,
,z,j,62,-20,17.0,
,z,s,40,36,17.0,
,a,z,34,12,17.0,
,z,h,34,12,17.0,
,h,z,34,12,17.0,
,z,n,34,12,17.0,
,n,z,34,12,17.0,
,z,v,34,12,17.0,
,z,i,50,16,17.0,
,w,z,28,32,17.0,
,i,z,52,0,17.0,
,j,z,42,16,17.0,
,z,t,42,16,17.0,
,t,z,42,16,17.0,
,x,z,40,-32,17.0,
,z,y,40,-32,17.0,
,j,z,50,-32,17.0,
,z,t,50,-32,17.0,
,k,z,38,36,17.0,
,z,r,38,36,17.0,
,f,z,52,12,17.0,
,b,z,36,-12,17.0,
,z,g,36,-12,17.0,
,z,h,36,-12,17.0,
,p,z,36,-12,17.0,
,z,q,36,-12,17.0,
,z,m,26,36,17.0,
,f,z,54,-12,17.0,
,z,l,54,-12,17.0,
,l,z,54,-12,17.0,
,z,c,40,12,17.0,
,k,z,40,12,17.0,
,z,s,40,12,17.0,
,s,z,40,12,17.0,
,z,l,58,-20,17.0,
,c,z,34,36,17.0,
,z,h,34,36,17.0,
,x,z,34,36,17.0,
,a,z,34,20,17.0,
,e,z,34,20,17.0,
,z,h,34,20,17.0,
,h,z,34,20,17.0,
,n,z,34,20,17.0,
,z,v,34,20,17.0,
,z,l,58,-36,17.0,
,l,z,58,-36,17.0,
,z,f,48,-36,17.0,
,j,z,48,-36,17.0,
,z,j,62,-12,17.0,
,m,z,26,20,17.0,
,z,c,38,20,17.0,
,k,z,38,20,17.0,
,z,x,38,20,17.0,
,z,t,50,-24,17.0,
,c,z,40,-24,17.0,
,w,z,40,-24,17.0,
,z,x,40,-24,17.0,
,x,z,40,-24,17.0,
,j,z,42,28,17.0,
,z,t,42,28,17.0,
,t,z,42,28,17.0,
,f,z,50,0,17.0,
,z,s,36,24,17.0,
,z,v,30,-40,17.0,
,w,z,28,24,17.0,
,z,g,32,40,17.0,
,g,z,32,40,17.0,
,z,k,32,40,17.0,
,z,o,32,40,17.0,
,o,z,32,40,17.0,
,z,q,32,40,17.0,
,q,z,32,40,17.0,
,z,u,32,40,17.0,
,u,z,32,40,17.0,
,c,z,42,-40,17.0,
,u,z,42,-40,17.0,
,z,w,42,-40,17.0,
,z,r,52,-40,17.0,
,z,w,28,0,17.0,
,f,z,54,0,17.0,
,w,z,28,20,17.0,
,z,q,36,20,17.0,
,z,s,36,20,17.0,
,f,z,50,4,17.0,
,z,i,50,4,17.0,
,i,z,50,4,17.0,
,c,z,40,-20,17.0,
,z,e,40,-20,17.0,
,z,y,40,-20,17.0,
,z,c,38,24,17.0,
,k,z,38,24,17.0,
,z,x,38,24,17.0,
,z,j,52,28,17.0,
,z,b,36,-28,17.0,
,d,z,36,-28,17.0,
,z,h,36,-28,17.0,
,u,z,36,-28,17.0,
,q,z,44,-28,17.0,
,r,z,54,-28,17.0,
,z,b,30,40,17.0,
,d,z,30,40,17.0,
,g,z,30,40,17.0,
,z,p,30,40,17.0,
,z,f,48,-32,17.0,
,j,z,48,-32,17.0,
,z,l,58,-32,17.0,
,k,z,40,28,17.0,
,z,r,40,28,17.0,
,z,s,40,28,17.0,
,a,z,34,24,17.0,
,e,z,34,24,17.0,
,h,z,34,24,17.0,
,z,n,34,24,17.0,
,z,v,34,24,17.0,
,v,z,34,24,17.0,
,x,z,34,24,17.0,
,z,j,62,-8,17.0,
,e,z,34,32,17.0,
,z,h,34,32,17.0,
,z,n,34,32,17.0,
,x,z,34,32,17.0,
,z,l,58,-24,17.0,
,z,m,26,8,17.0,
,z,c,40,16,17.0,
,k,z,40,16,17.0,
,z,r,40,16,17.0,
,z,f,48,-24,17.0,
,j,z,48,-24,17.0,
,z,r,44,-16,17.0,
,f,z,54,-16,17.0,
,z,l,54,-16,17.0,
,l,z,54,-16,17.0,
,z,g,36,-16,17.0,
,z,h,36,-16,17.0,
,z,o,36,-16,17.0,
,z,u,36,-16,17.0,
,u,z,36,-16,17.0,
,m,z,26,32,17.0,
,z,c,38,32,17.0,
,j,z,38,32,17.0,
,k,z,38,32,17.0,
,z,t,50,-36,17.0,
,c,z,40,-36,17.0,
,z,x,40,-36,17.0,
,j,z,42,12,17.0,
,z,t,42,12,17.0,
,z,b,32,-4,17.0,
,i,z,52,4,17.0,
,w,z,28,36,17.0,
,z,i,50,12,17.0,
,i,z,50,12,17.0,
,l,z,54,-8,17.0,
,a,z,38,-40,17.0,
,b,z,38,-40,17.0,
,e,z,38,-40,17.0,
,o,z,38,-40,17.0,
,z,p,38,-40,17.0,
,p,z,38,-40,17.0,
,c,z,34,40,17.0,
,z,v,34,40,17.0,
,v,z,34,40,17.0,
,x,z,34,40,17.0,
,w,z,30,0,17.0,
,r,z,44,28,17.0,
,m,z,26,40,17.0,
,z,w,26,40,17.0,
,f,z,48,28,17.0,
