char,width,height,fontSize,fontWeight
K,20,25,35,regular
K,20,26,36,regular
K,21,26,37,regular
K,22,27,38,regular
K,22,28,39,regular
K,23,29,40,regular
K,23,29,41,regular
K,24,30,42,regular
K,24,31,43,regular
K,24,31,44,regular
K,25,32,45,regular
K,25,33,46,regular
K,26,34,47,regular
K,27,34,48,regular
K,27,35,49,regular
K,28,36,50,regular
K,28,36,51,regular
K,29,37,52,regular
K,30,38,53,regular
K,30,38,54,regular
K,31,39,55,regular
K,31,40,56,regular
K,31,41,57,regular
K,32,41,58,regular
K,32,42,59,regular
K,33,43,60,regular
K,34,43,61,regular
K,34,44,62,regular
K,35,45,63,regular
K,35,45,64,regular
K,36,46,65,regular
K,37,47,66,regular
K,37,48,67,regular
K,38,48,68,regular
K,38,49,69,regular
K,39,50,70,regular
K,40,51,71,regular
K,39,51,72,regular
K,40,52,73,regular
K,40,53,74,regular
K,41,53,75,regular
K,42,54,76,regular
K,42,55,77,regular
K,43,55,78,regular
K,43,56,79,regular
K,44,57,80,regular
K,45,58,81,regular
K,45,58,82,regular
K,46,59,83,regular
K,47,60,84,regular
K,47,60,85,regular
K,47,61,86,regular
K,47,62,87,regular
K,48,62,88,regular
K,49,63,89,regular
K,49,64,90,regular
K,50,65,91,regular
K,50,65,92,regular
K,51,66,93,regular
K,52,67,94,regular
K,52,67,95,regular
K,53,68,96,regular
K,53,69,97,regular
K,54,70,98,regular
K,55,70,99,regular
K,55,71,100,regular
K,56,72,101,regular
K,57,72,102,regular
K,56,73,103,regular
K,57,74,104,regular
K,57,74,105,regular
K,58,75,106,regular
K,59,76,107,regular
K,59,77,108,regular
K,60,77,109,regular
K,60,78,110,regular
K,61,79,111,regular
K,62,79,112,regular
K,62,80,113,regular
K,63,81,114,regular
K,64,82,115,regular
K,64,82,116,regular
K,65,83,117,regular
K,64,84,118,regular
K,65,84,119,regular
K,66,85,120,regular
K,66,86,121,regular
K,67,86,122,regular
K,67,87,123,regular
K,68,88,124,regular
K,69,89,125,regular
K,69,89,126,regular
K,70,90,127,regular
K,70,91,128,regular
K,71,91,129,regular
K,72,92,130,regular
K,72,93,131,regular
K,72,94,132,regular
K,72,94,133,regular
K,73,95,134,regular
K,74,96,135,regular
K,74,96,136,regular
K,75,97,137,regular
K,76,98,138,regular
K,76,98,139,regular
K,77,99,140,regular
K,77,100,141,regular
K,78,101,142,regular
K,79,101,143,regular
K,79,102,144,regular
K,80,103,145,regular
K,80,103,146,regular
K,80,104,147,regular
K,81,105,148,regular
K,81,105,149,regular
K,82,106,150,regular
K,82,107,151,regular
K,83,108,152,regular
K,84,108,153,regular
K,84,109,154,regular
K,85,110,155,regular
K,85,110,156,regular
K,86,111,157,regular
K,87,112,158,regular
K,87,113,159,regular
K,88,113,160,regular
K,88,114,161,regular
K,88,115,162,regular
K,89,115,163,regular
K,89,116,164,regular
K,90,117,165,regular
K,91,117,166,regular
K,91,118,167,regular
K,92,119,168,regular
K,92,120,169,regular
K,93,120,170,regular
K,94,121,171,regular
K,94,122,172,regular
K,95,122,173,regular
K,95,123,174,regular
K,96,124,175,regular
K,96,125,176,regular
K,96,125,177,regular
K,97,126,178,regular
K,97,127,179,regular
K,98,127,180,regular
K,99,128,181,regular
K,99,129,182,regular
K,100,129,183,regular
K,101,130,184,regular
K,101,131,185,regular
K,102,132,186,regular
K,102,132,187,regular
K,103,133,188,regular
K,104,134,189,regular
K,104,134,190,regular
K,104,135,191,regular
K,104,136,192,regular
K,105,136,193,regular
K,106,137,194,regular
K,106,138,195,regular
K,107,139,196,regular
K,107,139,197,regular
K,108,140,198,regular
K,109,141,199,regular
L,7,11,15,regular
L,7,12,16,regular
L,8,12,17,regular
L,8,13,18,regular
L,9,14,19,regular
L,9,14,20,regular
L,10,15,21,regular
L,10,16,22,regular
L,11,17,23,regular
L,11,17,24,regular
L,12,18,25,regular
L,12,19,26,regular
L,13,19,27,regular
L,12,20,28,regular
L,13,21,29,regular
L,13,22,30,regular
L,14,22,31,regular
L,14,23,32,regular
L,15,24,33,regular
L,15,24,34,regular
L,16,25,35,regular
L,16,26,36,regular
L,17,26,37,regular
L,17,27,38,regular
L,18,28,39,regular
L,18,29,40,regular
L,19,29,41,regular
L,19,30,42,regular
L,19,31,43,regular
L,19,31,44,regular
L,20,32,45,regular
L,20,33,46,regular
L,21,33,47,regular
L,21,34,48,regular
L,22,35,49,regular
L,22,36,50,regular
L,23,36,51,regular
L,23,37,52,regular
L,24,38,53,regular
L,24,38,54,regular
L,25,39,55,regular
L,25,40,56,regular
L,25,41,57,regular
L,25,41,58,regular
L,26,42,59,regular
L,26,43,60,regular
L,27,43,61,regular
L,27,44,62,regular
L,28,45,63,regular
L,28,45,64,regular
L,29,46,65,regular
L,29,47,66,regular
L,30,48,67,regular
L,30,48,68,regular
L,31,49,69,regular
L,31,50,70,regular
L,32,50,71,regular
L,31,51,72,regular
L,32,52,73,regular
L,32,53,74,regular
L,33,53,75,regular
L,33,54,76,regular
L,34,55,77,regular
L,34,55,78,regular
L,35,56,79,regular
L,35,57,80,regular
L,36,57,81,regular
L,36,58,82,regular
L,37,59,83,regular
L,37,60,84,regular
L,38,60,85,regular
L,37,61,86,regular
L,38,62,87,regular
L,38,62,88,regular
L,39,63,89,regular
L,39,64,90,regular
L,40,64,91,regular
L,40,65,92,regular
L,41,66,93,regular
L,41,67,94,regular
L,42,67,95,regular
L,42,68,96,regular
L,42,69,97,regular
L,43,69,98,regular
L,43,70,99,regular
L,44,71,100,regular
L,45,72,101,regular
L,45,72,102,regular
L,45,73,103,regular
L,45,74,104,regular
L,46,74,105,regular
L,46,75,106,regular
L,47,76,107,regular
L,47,77,108,regular
L,48,77,109,regular
L,48,78,110,regular
L,49,79,111,regular
L,49,79,112,regular
L,50,80,113,regular
L,50,81,114,regular
L,51,82,115,regular
L,51,82,116,regular
L,52,83,117,regular
L,51,84,118,regular
L,52,84,119,regular
L,52,85,120,regular
L,53,86,121,regular
L,53,86,122,regular
L,54,87,123,regular
L,54,88,124,regular
L,55,89,125,regular
L,55,89,126,regular
L,56,90,127,regular
L,56,91,128,regular
L,56,91,129,regular
L,57,92,130,regular
L,57,93,131,regular
L,57,94,132,regular
L,57,94,133,regular
L,58,95,134,regular
L,58,96,135,regular
L,59,96,136,regular
L,59,97,137,regular
L,60,98,138,regular
L,60,98,139,regular
L,61,99,140,regular
L,61,100,141,regular
L,62,101,142,regular
L,62,101,143,regular
L,63,102,144,regular
L,63,103,145,regular
L,64,103,146,regular
L,63,104,147,regular
L,64,105,148,regular
L,64,105,149,regular
L,65,106,150,regular
L,65,107,151,regular
L,66,108,152,regular
L,66,108,153,regular
L,67,109,154,regular
L,67,110,155,regular
L,68,110,156,regular
L,68,111,157,regular
L,69,112,158,regular
L,69,113,159,regular
L,70,113,160,regular
L,69,114,161,regular
L,70,115,162,regular
L,70,115,163,regular
L,71,116,164,regular
L,71,117,165,regular
L,72,117,166,regular
L,72,118,167,regular
L,73,119,168,regular
L,73,120,169,regular
L,74,120,170,regular
L,74,121,171,regular
L,75,122,172,regular
L,75,122,173,regular
L,76,123,174,regular
L,76,124,175,regular
L,76,125,176,regular
L,76,125,177,regular
L,77,126,178,regular
L,77,127,179,regular
L,78,127,180,regular
L,78,128,181,regular
L,79,129,182,regular
L,79,129,183,regular
L,80,130,184,regular
L,80,131,185,regular
L,81,132,186,regular
L,81,132,187,regular
L,82,133,188,regular
L,82,134,189,regular
L,83,134,190,regular
L,82,135,191,regular
L,83,136,192,regular
L,83,136,193,regular
L,84,137,194,regular
L,84,138,195,regular
L,85,139,196,regular
L,85,139,197,regular
L,86,140,198,regular
L,86,141,199,regular
M,11,11,15,regular
M,12,12,16,regular
M,12,12,17,regular
M,13,13,18,regular
M,14,14,19,regular
M,15,14,20,regular
M,15,15,21,regular
M,16,16,22,regular
M,17,17,23,regular
M,18,17,24,regular
M,18,18,25,regular
M,19,19,26,regular
M,20,19,27,regular
M,20,20,28,regular
M,20,21,29,regular
M,21,22,30,regular
M,22,22,31,regular
M,23,23,32,regular
M,24,24,33,regular
M,24,24,34,regular
M,25,25,35,regular
M,26,26,36,regular
M,27,26,37,regular
M,27,27,38,regular
M,28,28,39,regular
M,29,29,40,regular
M,30,29,41,regular
M,30,30,42,regular
M,30,31,43,regular
M,31,31,44,regular
M,32,32,45,regular
M,32,33,46,regular
M,33,33,47,regular
M,34,34,48,regular
M,35,35,49,regular
M,36,36,50,regular
M,36,36,51,regular
M,37,37,52,regular
M,38,38,53,regular
M,39,38,54,regular
M,39,39,55,regular
M,40,40,56,regular
M,40,41,57,regular
M,41,41,58,regular
M,41,42,59,regular
M,42,43,60,regular
M,43,43,61,regular
M,44,44,62,regular
M,44,45,63,regular
M,45,45,64,regular
M,46,46,65,regular
M,47,47,66,regular
M,47,48,67,regular
M,48,48,68,regular
M,49,49,69,regular
M,50,50,70,regular
M,51,50,71,regular
M,50,51,72,regular
M,51,52,73,regular
M,52,53,74,regular
M,53,53,75,regular
M,53,54,76,regular
M,54,55,77,regular
M,55,55,78,regular
M,56,56,79,regular
M,56,57,80,regular
M,57,57,81,regular
M,58,58,82,regular
M,59,59,83,regular
M,59,60,84,regular
M,60,60,85,regular
M,60,61,86,regular
M,61,62,87,regular
M,61,62,88,regular
M,62,63,89,regular
M,63,64,90,regular
M,64,64,91,regular
M,65,65,92,regular
M,65,66,93,regular
M,66,67,94,regular
M,67,67,95,regular
M,68,68,96,regular
M,68,69,97,regular
M,69,69,98,regular
M,70,70,99,regular
M,71,71,100,regular
M,72,72,101,regular
M,72,72,102,regular
M,72,73,103,regular
M,73,74,104,regular
M,74,74,105,regular
M,74,75,106,regular
M,75,76,107,regular
M,76,77,108,regular
M,77,77,109,regular
M,77,78,110,regular
M,78,79,111,regular
M,79,79,112,regular
M,80,80,113,regular
M,80,81,114,regular
M,81,82,115,regular
M,82,82,116,regular
M,83,83,117,regular
M,82,84,118,regular
M,83,84,119,regular
M,84,85,120,regular
M,85,86,121,regular
M,86,86,122,regular
M,86,87,123,regular
M,87,88,124,regular
M,88,89,125,regular
M,89,89,126,regular
M,89,90,127,regular
M,90,91,128,regular
M,91,91,129,regular
M,92,92,130,regular
M,92,93,131,regular
M,92,94,132,regular
M,93,94,133,regular
M,94,95,134,regular
M,94,96,135,regular
M,95,96,136,regular
M,96,97,137,regular
M,97,98,138,regular
M,98,98,139,regular
M,98,99,140,regular
M,99,100,141,regular
M,100,101,142,regular
M,101,101,143,regular
M,101,102,144,regular
M,102,103,145,regular
M,103,103,146,regular
M,103,104,147,regular
M,103,105,148,regular
M,104,105,149,regular
M,105,106,150,regular
M,106,107,151,regular
M,106,108,152,regular
M,107,108,153,regular
M,108,109,154,regular
M,109,110,155,regular
M,109,110,156,regular
M,110,111,157,regular
M,111,112,158,regular
M,112,113,159,regular
M,113,113,160,regular
M,112,114,161,regular
M,113,115,162,regular
M,114,115,163,regular
M,115,116,164,regular
M,115,117,165,regular
M,116,117,166,regular
M,117,118,167,regular
M,118,119,168,regular
M,118,120,169,regular
M,119,120,170,regular
M,120,121,171,regular
M,121,122,172,regular
M,121,122,173,regular
M,122,123,174,regular
M,123,124,175,regular
M,123,125,176,regular
M,123,125,177,regular
M,124,126,178,regular
M,125,127,179,regular
M,126,127,180,regular
M,127,128,181,regular
M,127,129,182,regular
M,128,129,183,regular
M,129,130,184,regular
M,130,131,185,regular
M,130,132,186,regular
M,131,132,187,regular
M,132,133,188,regular
M,133,134,189,regular
M,133,134,190,regular
M,133,135,191,regular
M,134,136,192,regular
M,135,136,193,regular
M,135,137,194,regular
M,136,138,195,regular
M,137,139,196,regular
M,138,139,197,regular
M,139,140,198,regular
M,139,141,199,regular
N,9,11,15,regular
N,9,12,16,regular
N,10,12,17,regular
N,11,13,18,regular
N,11,14,19,regular
N,12,14,20,regular
N,13,15,21,regular
N,13,16,22,regular
N,14,17,23,regular
N,15,17,24,regular
N,15,18,25,regular
N,16,19,26,regular
N,16,19,27,regular
N,16,20,28,regular
N,17,21,29,regular
N,17,22,30,regular
N,18,22,31,regular
N,19,23,32,regular
N,19,24,33,regular
N,20,24,34,regular
N,20,25,35,regular
N,21,26,36,regular
N,22,26,37,regular
N,22,27,38,regular
N,23,28,39,regular
N,24,29,40,regular
N,24,29,41,regular
N,25,30,42,regular
N,25,31,43,regular
N,25,31,44,regular
N,26,32,45,regular
N,26,33,46,regular
N,27,33,47,regular
N,28,34,48,regular
N,28,35,49,regular
N,29,36,50,regular
N,30,36,51,regular
N,30,37,52,regular
N,31,38,53,regular
N,31,38,54,regular
N,32,39,55,regular
N,33,40,56,regular
N,32,41,57,regular
N,33,41,58,regular
N,34,42,59,regular
N,34,43,60,regular
N,35,43,61,regular
N,35,44,62,regular
N,36,45,63,regular
N,37,45,64,regular
N,37,46,65,regular
N,38,47,66,regular
N,39,48,67,regular
N,39,48,68,regular
N,40,49,69,regular
N,41,50,70,regular
N,41,50,71,regular
N,41,51,72,regular
N,41,52,73,regular
N,42,53,74,regular
N,43,53,75,regular
N,43,54,76,regular
N,44,55,77,regular
N,45,55,78,regular
N,45,56,79,regular
N,46,57,80,regular
N,46,57,81,regular
N,47,58,82,regular
N,48,59,83,regular
N,48,60,84,regular
N,49,60,85,regular
N,49,61,86,regular
N,49,62,87,regular
N,50,62,88,regular
N,51,63,89,regular
N,51,64,90,regular
N,52,64,91,regular
N,52,65,92,regular
N,53,66,93,regular
N,54,67,94,regular
N,54,67,95,regular
N,55,68,96,regular
N,56,69,97,regular
N,56,69,98,regular
N,57,70,99,regular
N,58,71,100,regular
N,58,72,101,regular
N,59,72,102,regular
N,58,73,103,regular
N,59,74,104,regular
N,60,74,105,regular
N,60,75,106,regular
N,61,76,107,regular
N,62,77,108,regular
N,62,77,109,regular
N,63,78,110,regular
N,64,79,111,regular
N,64,79,112,regular
N,65,80,113,regular
N,65,81,114,regular
N,66,82,115,regular
N,67,82,116,regular
N,67,83,117,regular
N,67,84,118,regular
N,68,84,119,regular
N,68,85,120,regular
N,69,86,121,regular
N,69,86,122,regular
N,70,87,123,regular
N,71,88,124,regular
N,71,89,125,regular
N,72,89,126,regular
N,73,90,127,regular
N,73,91,128,regular
N,74,91,129,regular
N,75,92,130,regular
N,75,93,131,regular
N,75,94,132,regular
N,75,94,133,regular
N,76,95,134,regular
N,77,96,135,regular
N,77,96,136,regular
N,78,97,137,regular
N,79,98,138,regular
N,79,98,139,regular
N,80,99,140,regular
N,80,100,141,regular
N,81,101,142,regular
N,82,101,143,regular
N,82,102,144,regular
N,83,103,145,regular
N,84,103,146,regular
N,83,104,147,regular
N,84,105,148,regular
N,84,105,149,regular
N,85,106,150,regular
N,86,107,151,regular
N,86,108,152,regular
N,87,108,153,regular
N,88,109,154,regular
N,88,110,155,regular
N,89,110,156,regular
N,90,111,157,regular
N,90,112,158,regular
N,91,113,159,regular
N,91,113,160,regular
N,91,114,161,regular
N,92,115,162,regular
N,92,115,163,regular
N,93,116,164,regular
N,94,117,165,regular
N,94,117,166,regular
N,95,118,167,regular
N,95,119,168,regular
N,96,120,169,regular
N,97,120,170,regular
N,97,121,171,regular
N,98,122,172,regular
N,99,122,173,regular
N,99,123,174,regular
N,100,124,175,regular
N,100,125,176,regular
N,100,125,177,regular
N,101,126,178,regular
N,101,127,179,regular
N,102,127,180,regular
N,103,128,181,regular
N,103,129,182,regular
N,104,129,183,regular
N,105,130,184,regular
N,105,131,185,regular
N,106,132,186,regular
N,106,132,187,regular
N,107,133,188,regular
N,108,134,189,regular
N,108,134,190,regular
N,108,135,191,regular
N,109,136,192,regular
N,109,136,193,regular
N,110,137,194,regular
N,111,138,195,regular
N,111,139,196,regular
N,112,139,197,regular
N,112,140,198,regular
N,113,141,199,regular
O,11,12,15,regular
O,11,13,16,regular
O,12,14,17,regular
O,13,14,18,regular
O,13,15,19,regular
O,14,16,20,regular
O,15,16,21,regular
O,15,17,22,regular
O,15,18,23,regular
O,16,19,24,regular
O,17,19,25,regular
O,17,20,26,regular
O,18,21,27,regular
O,19,21,28,regular
O,19,22,29,regular
O,20,23,30,regular
O,21,24,31,regular
O,21,24,32,regular
O,22,25,33,regular
O,23,26,34,regular
O,24,26,35,regular
O,24,27,36,regular
O,25,28,37,regular
O,26,29,38,regular
O,26,29,39,regular
O,27,30,40,regular
O,28,31,41,regular
O,28,31,42,regular
O,29,32,43,regular
O,30,33,44,regular
O,30,34,45,regular
O,30,34,46,regular
O,31,35,47,regular
O,32,36,48,regular
O,32,36,49,regular
O,33,37,50,regular
O,34,38,51,regular
O,34,39,52,regular
O,35,39,53,regular
O,36,40,54,regular
O,36,41,55,regular
O,37,41,56,regular
O,38,42,57,regular
O,38,43,58,regular
O,39,44,59,regular
O,40,44,60,regular
O,40,45,61,regular
O,41,46,62,regular
O,42,47,63,regular
O,43,47,64,regular
O,43,48,65,regular
O,44,49,66,regular
O,45,49,67,regular
O,45,50,68,regular
O,46,51,69,regular
O,47,52,70,regular
O,46,52,71,regular
O,47,53,72,regular
O,48,54,73,regular
O,48,54,74,regular
O,49,55,75,regular
O,50,56,76,regular
O,51,57,77,regular
O,51,57,78,regular
O,52,58,79,regular
O,53,59,80,regular
O,53,59,81,regular
O,54,60,82,regular
O,55,61,83,regular
O,55,62,84,regular
O,56,62,85,regular
O,57,63,86,regular
O,57,64,87,regular
O,58,64,88,regular
O,59,65,89,regular
O,60,66,90,regular
O,60,67,91,regular
O,61,67,92,regular
O,62,68,93,regular
O,62,69,94,regular
O,62,69,95,regular
O,63,71,96,regular
O,63,72,97,regular
O,64,73,98,regular
O,65,73,99,regular
O,66,74,100,regular
O,66,75,101,regular
O,67,76,102,regular
O,68,76,103,regular
O,68,77,104,regular
O,69,78,105,regular
O,70,78,106,regular
O,70,79,107,regular
O,71,80,108,regular
O,72,81,109,regular
O,72,81,110,regular
O,73,82,111,regular
O,74,83,112,regular
O,75,83,113,regular
O,75,84,114,regular
O,76,85,115,regular
O,77,86,116,regular
O,77,86,117,regular
O,78,87,118,regular
O,79,88,119,regular
O,79,88,120,regular
O,80,89,121,regular
O,80,90,122,regular
O,80,91,123,regular
O,81,91,124,regular
O,82,92,125,regular
O,82,93,126,regular
O,83,93,127,regular
O,84,94,128,regular
O,85,95,129,regular
O,85,96,130,regular
O,86,96,131,regular
O,87,97,132,regular
O,87,98,133,regular
O,88,98,134,regular
O,89,99,135,regular
O,89,100,136,regular
O,90,101,137,regular
O,91,101,138,regular
O,91,102,139,regular
O,92,103,140,regular
O,93,103,141,regular
O,94,104,142,regular
O,94,105,143,regular
O,95,106,144,regular
O,96,106,145,regular
O,96,107,146,regular
O,96,108,147,regular
O,97,109,148,regular
O,97,109,149,regular
O,98,110,150,regular
O,99,111,151,regular
O,99,111,152,regular
O,100,112,153,regular
O,101,113,154,regular
O,102,114,155,regular
O,102,114,156,regular
O,103,115,157,regular
O,104,116,158,regular
O,104,116,159,regular
O,105,117,160,regular
O,106,118,161,regular
O,106,119,162,regular
O,107,119,163,regular
O,108,120,164,regular
O,108,121,165,regular
O,109,121,166,regular
O,110,122,167,regular
O,110,123,168,regular
O,111,124,169,regular
O,112,124,170,regular
O,112,126,171,regular
O,112,127,172,regular
O,113,127,173,regular
O,114,128,174,regular
O,114,129,175,regular
O,115,130,176,regular
O,116,130,177,regular
O,116,131,178,regular
O,117,132,179,regular
O,118,132,180,regular
O,118,133,181,regular
O,119,134,182,regular
O,120,135,183,regular
O,121,135,184,regular
O,121,136,185,regular
O,122,137,186,regular
O,123,137,187,regular
O,123,138,188,regular
O,124,139,189,regular
O,125,140,190,regular
O,125,140,191,regular
O,126,141,192,regular
O,127,142,193,regular
O,127,142,194,regular
O,128,143,195,regular
O,128,144,196,regular
O,129,145,197,regular
O,129,145,198,regular
O,130,146,199,regular
P,8,11,15,regular
P,8,12,16,regular
P,9,12,17,regular
P,9,13,18,regular
P,10,14,19,regular
P,10,14,20,regular
P,11,15,21,regular
P,11,16,22,regular
P,12,17,23,regular
P,12,17,24,regular
P,13,18,25,regular
P,14,19,26,regular
P,14,19,27,regular
P,14,20,28,regular
P,14,21,29,regular
P,15,22,30,regular
P,15,22,31,regular
P,16,23,32,regular
P,16,24,33,regular
P,17,24,34,regular
P,17,25,35,regular
P,18,26,36,regular
P,19,26,37,regular
P,19,27,38,regular
P,20,28,39,regular
P,20,29,40,regular
P,21,29,41,regular
P,21,30,42,regular
P,21,31,43,regular
P,21,31,44,regular
P,22,32,45,regular
P,22,33,46,regular
P,23,33,47,regular
P,24,34,48,regular
P,24,35,49,regular
P,25,36,50,regular
P,25,36,51,regular
P,26,37,52,regular
P,26,38,53,regular
P,27,38,54,regular
P,27,39,55,regular
P,28,40,56,regular
P,27,41,57,regular
P,28,41,58,regular
P,29,42,59,regular
P,29,43,60,regular
P,30,43,61,regular
P,30,44,62,regular
P,31,45,63,regular
P,31,45,64,regular
P,32,46,65,regular
P,32,47,66,regular
P,33,48,67,regular
P,33,48,68,regular
P,34,49,69,regular
P,35,50,70,regular
P,35,50,71,regular
P,35,51,72,regular
P,35,52,73,regular
P,36,53,74,regular
P,36,53,75,regular
P,37,54,76,regular
P,37,55,77,regular
P,38,55,78,regular
P,38,56,79,regular
P,39,57,80,regular
P,40,57,81,regular
P,40,58,82,regular
P,41,59,83,regular
P,41,60,84,regular
P,42,60,85,regular
P,41,61,86,regular
P,42,62,87,regular
P,42,62,88,regular
P,43,63,89,regular
P,43,64,90,regular
P,44,64,91,regular
P,45,65,92,regular
P,45,66,93,regular
P,46,67,94,regular
P,46,67,95,regular
P,47,68,96,regular
P,47,69,97,regular
P,48,69,98,regular
P,48,70,99,regular
P,49,71,100,regular
P,50,72,101,regular
P,50,72,102,regular
P,50,73,103,regular
P,50,74,104,regular
P,51,74,105,regular
P,51,75,106,regular
P,52,76,107,regular
P,52,77,108,regular
P,53,77,109,regular
P,53,78,110,regular
P,54,79,111,regular
P,55,79,112,regular
P,55,80,113,regular
P,56,81,114,regular
P,56,82,115,regular
P,57,82,116,regular
P,57,83,117,regular
P,57,84,118,regular
P,57,84,119,regular
P,58,85,120,regular
P,58,86,121,regular
P,59,86,122,regular
P,60,87,123,regular
P,60,88,124,regular
P,61,89,125,regular
P,61,89,126,regular
P,62,90,127,regular
P,62,91,128,regular
P,63,91,129,regular
P,63,92,130,regular
P,64,93,131,regular
P,63,94,132,regular
P,64,94,133,regular
P,65,95,134,regular
P,65,96,135,regular
P,66,96,136,regular
P,66,97,137,regular
P,67,98,138,regular
P,67,98,139,regular
P,68,99,140,regular
P,68,100,141,regular
P,69,101,142,regular
P,69,101,143,regular
P,70,102,144,regular
P,71,103,145,regular
P,71,103,146,regular
P,71,104,147,regular
P,71,105,148,regular
P,72,105,149,regular
P,72,106,150,regular
P,73,107,151,regular
P,73,108,152,regular
P,74,108,153,regular
P,74,109,154,regular
P,75,110,155,regular
P,76,110,156,regular
P,76,111,157,regular
P,77,112,158,regular
P,77,113,159,regular
P,78,113,160,regular
P,77,114,161,regular
P,78,115,162,regular
P,78,115,163,regular
P,79,116,164,regular
P,79,117,165,regular
P,80,117,166,regular
P,81,118,167,regular
P,81,119,168,regular
P,82,120,169,regular
P,82,120,170,regular
P,83,121,171,regular
P,83,122,172,regular
P,84,122,173,regular
P,84,123,174,regular
P,85,124,175,regular
P,84,125,176,regular
P,85,125,177,regular
P,86,126,178,regular
P,86,127,179,regular
P,87,127,180,regular
P,87,128,181,regular
P,88,129,182,regular
P,88,129,183,regular
P,89,130,184,regular
P,89,131,185,regular
P,90,132,186,regular
P,90,132,187,regular
P,91,133,188,regular
P,92,134,189,regular
P,92,134,190,regular
P,92,135,191,regular
P,92,136,192,regular
P,93,136,193,regular
P,93,137,194,regular
P,94,138,195,regular
P,94,139,196,regular
P,95,139,197,regular
P,95,140,198,regular
P,96,141,199,regular
Q,11,13,15,regular
Q,11,14,16,regular
Q,12,15,17,regular
Q,13,15,18,regular
Q,13,16,19,regular
Q,14,17,20,regular
Q,15,17,21,regular
Q,15,18,22,regular
Q,15,19,23,regular
Q,16,20,24,regular
Q,17,20,25,regular
Q,17,21,26,regular
Q,18,23,27,regular
Q,19,23,28,regular
Q,19,24,29,regular
Q,20,25,30,regular
Q,21,26,31,regular
Q,21,26,32,regular
Q,22,27,33,regular
Q,23,28,34,regular
Q,24,28,35,regular
Q,24,29,36,regular
Q,25,30,37,regular
Q,26,31,38,regular
Q,26,31,39,regular
Q,27,33,40,regular
Q,28,34,41,regular
Q,28,34,42,regular
Q,29,35,43,regular
Q,30,36,44,regular
Q,30,37,45,regular
Q,30,37,46,regular
Q,31,38,47,regular
Q,32,39,48,regular
Q,32,39,49,regular
Q,33,40,50,regular
Q,34,42,51,regular
Q,34,43,52,regular
Q,35,43,53,regular
Q,36,44,54,regular
Q,36,45,55,regular
Q,37,45,56,regular
Q,38,46,57,regular
Q,38,47,58,regular
Q,39,48,59,regular
Q,40,48,60,regular
Q,40,49,61,regular
Q,41,50,62,regular
Q,42,51,63,regular
Q,43,52,64,regular
Q,43,53,65,regular
Q,44,54,66,regular
Q,45,54,67,regular
Q,45,55,68,regular
Q,46,56,69,regular
Q,47,57,70,regular
Q,46,57,71,regular
Q,47,58,72,regular
Q,48,59,73,regular
Q,48,59,74,regular
Q,49,60,75,regular
Q,50,61,76,regular
Q,51,63,77,regular
Q,51,63,78,regular
Q,52,64,79,regular
Q,53,65,80,regular
Q,53,65,81,regular
Q,54,66,82,regular
Q,55,67,83,regular
Q,55,68,84,regular
Q,56,68,85,regular
Q,57,69,86,regular
Q,57,70,87,regular
Q,58,70,88,regular
Q,59,71,89,regular
Q,60,73,90,regular
Q,60,74,91,regular
Q,61,74,92,regular
Q,62,75,93,regular
Q,62,76,94,regular
Q,62,76,95,regular
Q,63,77,96,regular
Q,63,78,97,regular
Q,64,79,98,regular
Q,65,79,99,regular
Q,66,80,100,regular
Q,66,82,101,regular
Q,67,83,102,regular
Q,68,83,103,regular
Q,68,84,104,regular
Q,69,85,105,regular
Q,70,85,106,regular
Q,70,86,107,regular
Q,71,87,108,regular
Q,72,88,109,regular
Q,72,88,110,regular
Q,73,89,111,regular
Q,74,90,112,regular
Q,75,90,113,regular
Q,75,92,114,regular
Q,76,93,115,regular
Q,77,94,116,regular
Q,77,94,117,regular
Q,78,95,118,regular
Q,79,96,119,regular
Q,79,96,120,regular
Q,80,97,121,regular
Q,80,98,122,regular
Q,80,99,123,regular
Q,81,99,124,regular
Q,82,100,125,regular
Q,82,102,126,regular
Q,83,102,127,regular
Q,84,103,128,regular
Q,85,104,129,regular
Q,85,105,130,regular
Q,86,105,131,regular
Q,87,106,132,regular
Q,87,107,133,regular
Q,88,107,134,regular
Q,89,108,135,regular
Q,89,109,136,regular
Q,90,110,137,regular
Q,91,110,138,regular
Q,91,112,139,regular
Q,92,113,140,regular
Q,93,113,141,regular
Q,94,114,142,regular
Q,94,115,143,regular
Q,95,116,144,regular
Q,96,116,145,regular
Q,96,117,146,regular
Q,96,118,147,regular
Q,97,119,148,regular
Q,97,119,149,regular
Q,98,120,150,regular
Q,99,122,151,regular
Q,99,122,152,regular
Q,100,123,153,regular
Q,101,124,154,regular
Q,102,125,155,regular
Q,102,125,156,regular
Q,103,126,157,regular
Q,104,127,158,regular
Q,104,127,159,regular
Q,105,128,160,regular
Q,106,129,161,regular
Q,106,130,162,regular
Q,107,130,163,regular
Q,108,132,164,regular
Q,108,133,165,regular
Q,109,133,166,regular
Q,110,134,167,regular
Q,110,135,168,regular
Q,111,136,169,regular
Q,112,136,170,regular
Q,112,137,171,regular
Q,112,138,172,regular
Q,113,138,173,regular
Q,114,139,174,regular
Q,114,140,175,regular
Q,115,142,176,regular
Q,116,142,177,regular
Q,116,143,178,regular
Q,117,144,179,regular
Q,118,144,180,regular
